id,question,concept,answer1,answer2
599,Dina fed her children yogurt instead of ice cream because she thought that the _ was unhealthy.,,ice cream,yogurt
600,"Heather bought a doll for her daughters cradle the doll did not fit, the _ was too small.",,cradle,doll
601,"Heather bought a doll for her daughters cradle the doll did not fit, the _ was too big.",,doll,cradle
602,They need to update their kitchen cabinets after buying more dishes because the _ are excessive.,,dishes,cabinets
603,They need to update their kitchen cabinets after buying more dishes because the _ are small.,,cabinets,dishes
604,"Because Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.",,Robert,Brian
605,"Even though Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.",,Brian,Robert
606,"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too scarce.",,paint,tube
607,"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too large.",,tube,paint
608,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was covered in snow.",,Aaron,Lawrence
609,"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.",,Lawrence,Aaron
610,Cathy felt a stronger bond with her dog than her cat because her _ was very aloof.,,cat,dog
611,Cathy felt a stronger bond with her dog than her cat because her _ was very affectionate.,,dog,cat
612,"Patricia always had to clean up after Angela, because _ didn't care about living in filth.",,Angela,Patricia
613,"Patricia always had to clean up after Angela, because _ didn't want to live in filth.",,Patricia,Angela
614,Michael asked Brett for help moving a desk. _ wouldn't have been able to do it alone.,,Michael,Brett
615,Michael asked Brett for help moving a desk. _ wouldn't have been able to do it by himself either.,,Brett,Michael
616,Jennifer liked to smoke pot but Laura like to smoke cigars. _ wound up in the local jail for smoking their favorite thing in public.,,Jennifer,Laura
617,Jennifer liked to smoke pot but Laura like to smoke cigars. _ avoided the local jail for smoking their favorite thing in public.,,Laura,Jennifer
618,"Jeffrey believed Robert was spying on him during the private event, because _ was sneaky.",,Robert,Jeffrey
619,"Jeffrey believed Robert was spying on him during the private event, because _ was paranoid.",,Jeffrey,Robert
620,"Frank visited the bank to get a loan to buy a new car, and the _ was very skeptical.",,loan,car
621,"Frank visited the bank to get a loan to buy a new car, and the _ was very bold.",,car,loan
622,"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is a new teacher.",,Christopher,Ian
623,"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is an experienced teacher.",,Ian,Christopher
624,Emily was having difficulty going through puberty but not Christine because _ had very weak acne causing hormones.,,Christine,Emily
625,Emily was having difficulty going through puberty but not Christine because _ had very strong acne causing hormones.,,Emily,Christine
626,"Hunter likes tulips and Ryan does not, so _ went to buy some from the store.",,Hunter,Ryan
627,"Hunter likes tulips and Ryan does not, so _ refused to buy some from the store.",,Ryan,Hunter
628,"Victoria decided to choose express shipping while Katrina did not, so _ got her order last.",,Katrina,Victoria
629,"Victoria decided to choose express shipping while Katrina did not, so _ got her order first.",,Victoria,Katrina
630,"The tutor was more suited for English studies than the professor , since _ was an effective teacher.",,tutor,professor
631,"The tutor was more suited for English studies than the professor , since _ was an inadequate teacher.",,professor,tutor
632,Victoria was more fashionable than Elena because _ always was concerned about leaving dandruff on their shirts.,,Elena,Victoria
633,Victoria was more fashionable than Elena but  _ always was concerned about leaving dandruff on their shirts.,,Victoria,Elena
634,Carrie needed to be vigilant about her bone health which Natalie worries about since _ is concerned.,,Natalie,Carrie
635,Carrie needed to be vigilant about her bone health which Natalie worries about since _ is elderly.,,Carrie,Natalie
636,The waves destroyed the garage but left the house intact because the _ was so far from the shore.,,house,garage
637,The waves destroyed the garage but left the house intact because the _ was so close to the shore.,,garage,house
638,The science student tried using the telescope to see the galaxy but the _ was too far.,,galaxy,telescope
639,The science student tried using the telescope to see the galaxy but the _ was too weak.,,telescope,galaxy
