id,question,concept,answer1,answer2
1354,Christine got a better rating on their restaurant's health inspection than Betty because _ kept the place clean .,,Christine,Betty
1355,Christine got a lower rating on their restaurant's health inspection than Betty because _ kept the place clean .,,Betty,Christine
1356,James ran out of makeup when making up his face. He never knew the _ was so small.,,makeup,face
1357,James ran out of makeup when making up his face. He never knew the _ is so large.,,face,makeup
1358,The tattoo artist was preparing his workstation for Craig but not Eric because _ had money.,,Craig,Eric
1359,The tattoo artist was preparing his workstation for Craig but not Eric because _ was broke.,,Eric,Craig
1360,The habanero pepper was going to fit in the bottle as the _ was narrow.,,pepper,bottle
1361,The habanero pepper was going to fit in the bottle as the _ was wide.,,bottle,pepper
1362,"The asthma of Maria is getting worse, while Lindsey's is getting better, so _ is taking less effective medication.",,Maria,Lindsey
1363,"The asthma of Maria is getting worse, while Lindsey's is getting better, so _ is taking more effective medication.",,Lindsey,Maria
1364,"The woman decided that she wanted to have a boyfriend instead of a husband, since the _ is permanent.",,husband,boyfriend
1365,"The woman decided that she wanted to have a boyfriend instead of a husband, since the _ is temporary.",,boyfriend,husband
1366,Rachel prayed for Kayla because _ was so angry about the death of the dear friend.,,Kayla,Rachel
1367,Rachel yelled for Kayla because _ was so angry about the death of the dear friend.,,Rachel,Kayla
1368,Joseph was assisting the roofing project while Neil was leading so _ did the physical labor.,,Joseph,Neil
1369,Joseph was assisting the roofing project while Neil was leading so _ did the mental labor.,,Neil,Joseph
1370,The dog wanted to stay in the park and not go back to the house because the _ was so spacious.,,park,house
1371,The dog wanted to stay in the park and not go back to the house because the _ was too small.,,house,park
1372,"Jeffrey was required to follow strict rules, but the rules for Randy were more lienent, which made _ feel more free.",,Randy,Jeffrey
1373,"Jeffrey was required to follow strict rules, but the rules for Randy were more lienent, which made _ feel more oppressed.",,Jeffrey,Randy
1374,Jason had a pain in their neck but Craig did not. _ had to make an appointment with a chiropractor.,,Jason,Craig
1375,Jason had a pain in their neck but Craig did not. _ had to make an appointment with a dentist.,,Craig,Jason
1376,Justin was very concerned about the environment Ian wasn't that interested. _ cut a lot of trees on their land.,,Ian,Justin
1377,Justin was very concerned about the environment Ian wasn't that interested. _ planted a lot of trees on their land.,,Justin,Ian
1378,"So _ is trying to save money because Jessica doesn't have a lot money, while Patricia is rich.",,Jessica,Patricia
1379,"So _ is trying to spend money because Jessica doesn't have a lot money, while Patricia is rich.",,Patricia,Jessica
1380,"I wanted to fry vegetables or meat, I decided to fry the _ because it is more filling.",,meat,vegetables
1381,"I wanted to fry vegetables or meat, I decided to fry the _ because they are more healthier.",,vegetables,meat
1382,"Since Joseph had a phobia of spiders and Adam loved them, _ refused to buy a pet tarantula.",,Joseph,Adam
1383,"Since Joseph had a phobia of spiders and Adam loved them, _ wanted to buy a pet tarantula.",,Adam,Joseph
1384,"Betty turned in their report on time on Friday, while Mary asked for a two day extension, so _ spent the weekend writing.",,Mary,Betty
1385,"Betty turned in their report on time on Friday, while Mary asked for a two day extension, so _ spent the weekend relaxing.",,Betty,Mary
1386,"The wood rotted on the porch, but stayed dry in the garage, as the _ left it protected from the elements.",,garage,porch
1387,"The wood rotted on the porch, but stayed dry in the garage, as the _ left it exposed to the elements.",,porch,garage
1388,Laura told Rachel about a medical condition they might have. _ felt like they were being nosey.,,Rachel,Laura
1389,Laura told Rachel about a medical condition they might have. _ felt like they were being helpful.,,Laura,Rachel
1390,Cynthia used a blender to make vegetable smoothies but Amy did not as _ was very unhealthy.,,Amy,Cynthia
1391,Cynthia used a blender to make vegetable smoothies but Amy did not as _ was very healthy.,,Cynthia,Amy
1392,Laura had an easier time than Lindsey moving from their home because _ had a bigger house.,,Lindsey,Laura
1393,Laura had an easier time than Lindsey moving from their home because _ had a smaller house.,,Laura,Lindsey
1394,Jason has a lot less problems with his back than Kenneth because _ had a very bad accident.,,Kenneth,Jason
1395,Jason has a lot more problems with his back than Kenneth because _ had a very bad accident.,,Jason,Kenneth
1396,The coach of the soccer team bought the players shorts and left out the shirts because the _ were still good.,,shirts,shorts
1397,The coach of the soccer team bought the players shorts and left out the shirts because the _ were old.,,shorts,shirts
1398,The police wanted to talk to Angela and not Jennifer in regards to the murder because _ was at the scene.,,Angela,Jennifer
1399,The police wanted to talk to Angela and not Jennifer in regards to the murder because _ was away from the scene.,,Jennifer,Angela
1400,I want to work in emergency services. I could become a firefighter or a paramedic. The _ is more nerve-wracking.,,paramedic,firefighter
1401,I want to work in emergency services. I could become a firefighter or a paramedic. The _ is more dangerous.,,firefighter,paramedic
1402,Jane decided to eat a salad instead of a sandwich because the _ had more calories and she was trying to diet.,,sandwich,salad
1403,Jane decided to eat a salad instead of a sandwich because the _ had less calories and she was trying to diet.,,salad,sandwich
1404,"Wearing a sweater in the house, the man had to take it off and wear a tee shirt when he went to the porch. The _ was cool.",,house,porch
1405,"Wearing a sweater in the house, the man had to take it off and wear a tee shirt when he went to the porch. The _ was warm.",,porch,house
1406,The band member tried to put the guitar in the case but it wouldn't fit because  the _ was too small.,,case,guitar
1407,The band member tried to put the guitar in the case but it wouldn't fit because  the _ was too big.,,guitar,case
1408,"Joel needed William to get a contractor license for their company, so _ helped them fill out the paperwork.",,Joel,William
1409,"Joel needed William to get a contractor license for their company, so they helped _ to fill out the paperwork.",,William,Joel
1410,There were more spiders in the cabin than in the house because the _ was dirtier.,,cabin,house
1411,There were more spiders in the cabin then in the house because the _ was cleaner.,,house,cabin
1412,"Kim used a sans-serif font in the letter to her boyfriend, but a serif font in an email to her boss, because she felt the _ was harder to read..",,sans-serif font,serif font
1413,"Kim used a sans-serif font in the letter to her boyfriend, but a serif font in an email to her boss, because she felt the _ was easier to read.",,serif font,sans-serif font
1414,Casper set the table with china instead of disposable dinnerware for the formal dinner because the _ was trashy.,,disposable dinnerware,china
1415,Casper set the table with china instead of disposable dinnerware for the formal dinner because the _ was fancy.,,china,disposable dinnerware
1416,Samantha is having to replace their vacuum bags frequently but not Betty as _ likes to clean the house.,,Samantha,Betty
1417,Samantha is having to replace their vacuum bags frequently but not Betty as _ hates to clean the house.,,Betty,Samantha
1418,"He was eager to eat the soup, but didn't want the sandwich, because he thought the _ was gross.",,sandwich,soup
1419,"He was eager to eat the soup, but didn't want the sandwich, because he thought the _ was delicious.",,soup,sandwich
1420,"Joanna mixed together eyeshadow and water in order to make a dye, but she felt that she had added too much of the _ and made it too strong.",,dye,water
1421,"Joanna mixed together eyeshadow and water in order to make a dye, but she felt that she had added too much of the _ and made it too weak.",,water,dye
1422,"The wall could prevent the waves from hitting the house, since the _ was behind it and the waves.",,house,wall
1423,"The wall could prevent the waves from hitting the house, since the _ was in between it and the waves.",,wall,house
1424,The woman's lips were smaller than her cheeks because there was botox in the _ .,,cheeks,lips
1425,The woman's lips were bigger than her cheeks because there was botox in the _ .,,lips,cheeks
1426,I've been going to the tanning salon to tan rather than the sun because it is time consuming in the _ and I am busy.,,sun,salon
1427,I've been going to the tanning salon to tan rather than the sun because it is faster at the _ and I am busy.,,salon,sun
1428,The hairdresser used a comb on her client instead of a brush because the _ was thick-bristled.,,brush,comb
1429,The hairdresser used a comb on her client instead of a brush because the _ was wide.,,comb,brush
1430,"Bill's new fancy car would not fit in his old garage, the _ was too wide.",,car,garage
1431,"Bill's new fancy car would not fit in his old garage, the _ was too narrow.",,garage,car
1432,Craig decided to help Lawrence in his effort to sculpt a statue because _ was a terrible artist.,,Lawrence,Craig
1433,Craig decided to help Lawrence in his effort to sculpt a statue because _ was a great artist.,,Craig,Lawrence
1434,Derrick told Kevin how he met the President of the United States last week.  _ was astonished by the story.,,Kevin,Derrick
1435,Derrick told Kevin how he met the President of the United States last week.  _ was lucky.,,Derrick,Kevin
1436,"She stayed away from the public at the pool more so than at the mall, because the _ had mean people in it.",,pool,mall
1437,"She stayed away from the public at the pool more so than at the mall, because the _ had nice people in it.",,mall,pool
1438,The clown wore a flower in the pocket instead of a pen because the _ was more dull.,,pen,flower
1439,The clown wore a flower in his pocket instead of a pen because the _ was more colorful.,,flower,pen
1440,"Jacob thought about deleting WhatsApp from his phone, but he found out the _ needed to be repaired.",,phone,WhatsApp
1441,"Jacob thought about deleting WhatsApp from his phone, but he found out the _ needed to be upgraded.",,WhatsApp,phone
1442,Carrie was more likely than Jessica to go to Mexico on vacation because _ had a high sense of adventure.,,Carrie,Jessica
1443,Carrie was more likely than Jessica to go to Mexico on vacation because _ did not have a high sense of adventure.,,Jessica,Carrie
1444,Randy but not Kevin needed a larger wedding venue because _ had lots of friends and family.,,Randy,Kevin
1445,Randy but not Kevin needed a larger wedding venue because  _ did not have lots of friends and family.,,Kevin,Randy
1446,Cynthia never did as well academically in high school as Erin because _  was always studying.,,Erin,Cynthia
1447,Cynthia never did as well academically in high school as Erin because _  was rarely studying.,,Cynthia,Erin
1448,Sleeping with a quilt was more suited for Kenneth than Jeffrey because _ lived in a warmer place.,,Jeffrey,Kenneth
1449,Sleeping with a quilt was more suited for Kenneth than Jeffrey because _ lived in a colder place.,,Kenneth,Jeffrey
1450,"After the wood bridge collapsed in Rome killing right people it was replaced with a metal one, the _ was unstable.",,wood,metal
1451,"After the wood bridge collapsed in Rome killing right people it was replaced with a metal one, the _ was stable.",,metal,wood
1452,"Jennifer thought of Kayla as just another person who was downing criminal prosecution, _ is a believer in justice.",,Jennifer,Kayla
1453,"Jennifer thought of Kayla as just another person who was downing criminal prosecution, _ is a non-believer in justice.",,Kayla,Jennifer
1454,"Kalli had a lot of anxiety about speaking into the microphone, but was comfortable with the computer, because the _ was unfamiliar to her.",,microphone,computer
1455,"Kalli had a lot of anxiety about speaking into the microphone, but was comfortable with the computer, because the _ was familiar to her.",,computer,microphone
1456,The woman wanted to throw the party at her friend's house but the _ was too wild.,,party,house
1457,The woman wanted to throw the party at her friend's house but the _ was too small.,,house,party
1458,"Megan tells Rachel that she loves the smell of beeswax, because _ likes to share weird details with friends.",,Megan,Rachel
1459,"Megan tells Rachel that she loves the smell of beeswax, but _ doesn't like hearing weird details from friends.",,Rachel,Megan
1460,The pan does not get hot fast enough when placed over the flame because the _ is too high.,,pan,flame
1461,The pan does not get hot fast enough when placed over the flame because the _ is too low.,,flame,pan
1462,Cynthia treated the infection on Felicia at the hospital after _ looked at the wound on their leg.,,Cynthia,Felicia
1463,Cynthia treated the infection on Felicia at the hospital after _ acquired the wound on their leg.,,Felicia,Cynthia
1464,"Jennifer earned royalties from the music that Katrina created, because _ sold the rights to the music.",,Katrina,Jennifer
1465,"Jennifer earned royalties from the music that Katrina created, because _ bought the rights to the music.",,Jennifer,Katrina
1466,The kids laughed when the teacher wore the wig but not the hat because the _ was dull.,,hat,wig
1467,"The kids laughed when the teacher wore the wig, but not the hat because the _ was colorful.",,wig,hat
1468,The brand new bicycle that we bought was faster than our scooter because the _ was made from heavy metal.,,scooter,bicycle
1469,The brand new bicycle that we bought was faster than our scooter because the _ was made from light metal.,,bicycle,scooter
1470,the grade one could not tackle the divisibility of the number because the _ was too small.,,grade,divisibility
1471,the grade one could not tackle the divisibility of the number because the _ was too big.,,divisibility,grade
1472,"When Adam locked his keys in the car, he called Kyle for help. _ said that that the charge was only $20.",,Kyle,Adam
1473,"When Adam locked his keys in the car, he called Kyle for help. _ was pleased that the charge was only $20.",,Adam,Kyle
1474,"He liked to drink wine rather than liquor, because the _ left a bad taste in his mouth.",,liquor,wine
1475,"He liked to drink wine rather than liquor, because the _ left a good taste in his mouth.",,wine,liquor
1476,Robert drank more than Jason and yet _ had less of a hangover due to having a much higher tolerance.,,Robert,Jason
1477,Robert drank more than Jason and yet _ had more of a hangover due to having a lower higher tolerance.,,Jason,Robert
1478,"Ryan was better at male modeling compared to Matthew, so _ helped him improve his skills.",,Ryan,Matthew
1479,"Ryan was better at male modeling compared to Matthew, so _ asked him for help.",,Matthew,Ryan
1480,"His legs got stronger from pulling the sled instead of pushing the block, although _ was lighter in weight.",,sled,block
1481,"His legs got stronger from pulling the sled instead of pushing the block, although _ was heavier in weight.",,block,sled
1482,Approaching the bear startled it so we gave it honey instead of water as the _ had a calming effect.,,honey,water
1483,Approaching the bear startled it so we gave it honey instead of water as the _ had a frenzy effect.,,water,honey
1484,"My new routine was going to fit in my schedule, because the _ was very empty.",,schedule,routine
1485,"My new routine was going to fit in my schedule, because the _ was very quick.",,routine,schedule
1486,Monica was a big fan of art but Rachel was a sports fan. _ bought a ticket to the football game.,,Rachel,Monica
1487,Monica was a big fan of art but Rachel was a sports fan. _ bought a ticket to the museum.,,Monica,Rachel
1488,The grill was hot enough to cook the meat but too hot for the corn. The _ would burn too quickly.,,corn,meat
1489,The grill was hot enough to cook the meat but too hot for the corn. The _ wouldn't cook too quickly.,,meat,corn
1490,Brian was overweight but Nick wasn't overweight because _ ate a large amount of calories.,,Brian,Nick
1491,Brian was overweight but Nick wasn't overweight because _ ate a small amount of calories.,,Nick,Brian
1492,The lawn of Samuel doesn't look nearly as good as Aaron's. _ has the neighborhood professionals do his lawn.,,Aaron,Samuel
1493,The lawn of Samuel doesn't look nearly as good as Aaron's. _ has the neighborhood kids do his lawn.,,Samuel,Aaron
1494,It was more likely that the person would survive a fall than a heart attack because the _ was common.,,fall,heart attack
1495,It was more likely that the person would survive a fall than a heart attack because the _ was serious.,,heart attack,fall
1496,"Monica decided to wash Angela's white shirt, but it got stained with colors. _ was feeling angry.",,Angela,Monica
1497,"Monica decided to wash Angela's white shirt, but it got stained with colors. _ was feeling worried.",,Monica,Angela
1498,The audience at the play was laughing at Neil but not Kyle because _ was unfunny on stage.,,Kyle,Neil
1499,The audience at the play was laughing at Neil but not Kyle because _ was comical on stage.,,Neil,Kyle
1500,"Unlike Benjamin, Adam drove a hybrid electric vehicle because _ wanted to reduce smog pollution.",,Benjamin,Adam
1501,"Unlike Benjamin, Adam drove a hybrid electric vehicle because _ wanted to increase smog pollution.",,Adam,Benjamin
1502,"Cross-training for runners mixes the intensity of sprinting with the mildness of jogging, since the _ is necessary for quick dashes.",,intensity,mildness
1503,"Cross-training for runners mixes the intensity of sprinting with the mildness of jogging, since the _ is necessary for longer runs.",,mildness,intensity
1504,Ben needed to stretch his knuckles and legs. He found the _ easier because they were few.,,legs,knuckles
1505,Ben needed to stretch his knuckles and legs. He found the _ easier because they were numerous.,,knuckles,legs
1506,the fake fireplace  could not fit at the wall because the _ was too narrow.,,wall,fireplace
1507,the fake fireplace  could not fit at the wall because the _ was too wide.,,fireplace,wall
1508,"Kenny wanted to marry Paulie in the cathedral but Paulie was scared of large places, so their marriage ceremony took place in a cave instead since the _ was vast.",,cathedral,cave
1509,"Kenny wanted to marry Paulie in the cathedral but Paulie was scared of large places, so their marriage ceremony took place in a cave instead since the _ was small.",,cave,cathedral
1510,Logan has less time to get ready in the morning than Jeffrey because _ has a toddler.,,Logan,Jeffrey
1511,Logan has less time to get ready in the morning than Jeffrey because _ doesn't have a toddler.,,Jeffrey,Logan
1512,"The bleach that Logan used to scrub the sink hurt Ian's nose, so _ finished quickly.",,Logan,Ian
1513,"The bleach that Logan used to scrub the sink hurt Ian's nose, so _ left quickly.",,Ian,Logan
1514,Neil was struggling with teenage anxiety when Logan offered to help and  _ got him through the tough patch.,,Logan,Neil
1515,Neil was struggling with teenage anxiety when Logan offered to help _ get through the tough patch.,,Neil,Logan
1516,"You can use both flour and cornstarch to thicken soups, but the _ is a less common kitchen ingredient.",,cornstarch,flour
1517,"You can use both flour and cornstarch to thicken soups, but the _ is a more common kitchen ingredient.",,flour,cornstarch
1518,"John used the microwave to prepare the potatoes, but not the beans, since the _ were best eaten cold .",,beans,potatoes
1519,"John used the microwave to prepare the potatoes, but not the beans, since the _ were best eaten hot .",,potatoes,beans
1520,Ian generally has more cash in their wallet than Nick because _ gets paid under the table.,,Ian,Nick
1521,Ian generally has more cash in their wallet than Nick because _ gets paid by direct deposit.,,Nick,Ian
1522,Angie loved the green nail polish more than the pink because her skin was pale and the _ polish looked vivid.,,green,pink
1523,Angie loved the green nail polish more than the pink because her skin was pale and the _ polish looked bland.,,pink,green
1524,The person's grandparent slept later on the weekend than the weekday because they didn't have to work on the _ .,,weekend,weekday
1525,The person's grandparent slept later on the weekend than the weekday because they had to work on the _ .,,weekday,weekend
1526,"In the ER, the doctor treats most patients with antibiotics, instead of harsh chemicals when possible. This is because the _ are more toxic.",,chemicals,antibiotics
1527,"In the ER, the doctor treats most patients with antibiotics, instead of harsh chemicals when possible. This is because the _ are more mild.",,antibiotics,chemicals
1528,The man tried to use the remote to turn on the television but the _ was too far.,,remote,television
1529,The man tried to use the remote to turn on the television but the _ was too old.,,television,remote
1530,"Randy had a dream that their friend, Jason, would be in a car accident after work. _ was concerned and tried to reach his friend.",,Randy,Jason
1531,"Randy had a dream that their friend, Jason, would be in a car accident after work. _ was busy and didn't know tried to reach them.",,Jason,Randy
1532,"Katrina passed on all their experience to Patricia, because _ had chosen to be their student.",,Patricia,Katrina
1533,"Katrina passed on all their experience to Patricia, because _ had chosen to be their mentor.",,Katrina,Patricia
1534,My sister liked to stay in the hotel instead of the house when she visited us because the _ was more crowded.,,house,hotel
1535,My sister liked to stay in the hotel instead of the house when she visited us because the _ was more spacious.,,hotel,house
1536,"Jason got into a deep financial hole, unlike Joel, because _ managed their fortune well.",,Jason,Joel
1537,"Jason got into a deep financial hole, unlike Joel, because _ managed their fortune poorly.",,Joel,Jason
1538,Carrie told Sarah that she was going to grow her hair super long to be attractive to men.  _ was confident.,,Carrie,Sarah
1539,Carrie told Sarah that she was going to grow her hair super long to be attractive to men.  _ was skeptical.,,Sarah,Carrie
1540,"Carrie's hair is silver, but Mary has brown hair because _ is a younger person.",,Mary,Carrie
1541,"Carrie's hair is silver, but Mary has brown hair because _ is an older person.",,Carrie,Mary
1542,"William was hungry and needed to eat Leslie owns a dinner just a couple of blocks from where he works, _ serving food.",,Leslie,William
1543,"William was hungry and needed to eat Leslie owns a dinner just a couple of blocks from where he works, _ is hungry.",,William,Leslie
1544,Megan used 1234 as their password while Samantha had a complex 12 digit password. _ had their bank account hacked.,,Megan,Samantha
1545,Megan used 1234 as their password while Samantha had a complex 12 digit password. _ didn't get their bank account hacked.,,Samantha,Megan
1546,"The negotiator made a deal for the salary, but the benefits package is still under negotiation. The _ was easy to bargain for.",,salary,benefits package
1547,"The negotiator made a deal for the salary, but the benefits package is still under negotiation. The _ was complex to bargain for.",,benefits package,salary
1548,"Elena chose to honor Kayla at their funeral by singing a song, because _ was a dead loved one.",,Kayla,Elena
1549,"Elena chose to honor Kayla at their funeral by singing a song, because _ was a mourning loved one.",,Elena,Kayla
1550,Eric but not Samuel was able to direct traffic because _ used to be a crossing guard.,,Eric,Samuel
1551,Eric but not Samuel was able to direct traffic because _ used to be visually impaired.,,Samuel,Eric
1552,"The man left the shoes on the porch, but brought the umbrellas inside, because the _ were dry.",,umbrellas,shoes
1553,"The man left the shoes on the porch, but brought the umbrellas inside, because the _ were wet.",,shoes,umbrellas
1554,Eric loved to study film unlike Benjamin because _ had an affinity to the arts.,,Eric,Benjamin
1555,Eric loved to study film unlike Benjamin because _ had an aversion to the arts.,,Benjamin,Eric
1556,James could not get the new bracelet into his wrist because the _ is too small.,,bracelet,wrist
1557,James could not get the new bracelet into his wrist because the _ is too big.,,wrist,bracelet
1558,Sally was playing with the neighbor's dog and only use the puppet instead of the rope to play with the dog because the _ was interesting.,,puppet,rope
1559,Sally was playing with the neighbor's dog and only use the puppet instead of the rope to play with the dog because the _ was dull.,,rope,puppet
1560,Maria asked Megan if she would help clean the garage but _ did not care if work got done around the house.,,Megan,Maria
1561,Maria asked Megan if she would help clean the garage because _ wanted to get work done around the house.,,Maria,Megan
1562,"He didn't hit the wall as many times as he hit the door, so the _ ended up being less damaged.",,wall,door
1563,"He didn't hit the wall as many times as he hit the door, so the _ ended up being more damaged.",,door,wall
1564,Ian sat outside on the porch longer than Aaron because _  wanted to watch the birds.,,Ian,Aaron
1565,Ian sate outside on the porch longer than Aaron because _ wanted to watch the television.,,Aaron,Ian
1566,I went to Thailand for treatments and they were much better than the procedures in America because the _ were costly.,,procedures,treatments
1567,I went to Thailand for treatments and they were much better than the procedures in America because the _ were cheap.,,treatments,procedures
1568,"James had some oil spilled on the floor, and he then put a mat over it because the _ is dry.",,mat,floor
1569,"James had some oil spilled on the floor, and he then put a mat over it because the _ is slippery.",,floor,mat
1570,Julie found it too difficult to use traps instead of poisons to deal with her rat infestation because the _ are more effective.,,poisons,traps
1571,Julie found it too difficult to use traps instead of poisons to deal with her rat infestation because the _ are less effective.,,traps,poisons
1572,Randy cooked noodles for a recipe and Michael did not because _ was making hamburgers.,,Michael,Randy
1573,Randy cooked noodles for a recipe and Michael did not because _ was making lasagna.,,Randy,Michael
1574,The flower placed on the window had started to block the sun ray because the _ is small.,,window,flower
1575,The flower placed on the window had started to block the sun ray because the _ is big.,,flower,window
1576,Liam brought home a new bed for his pet dog. However he had to take it back because the _ was too small.,,bed,pet
1577,Liam brought home a new bed for his pet dog. However he had to take it back because the _ was too big.,,pet,bed
1578,He received a gift that he liked more than the old toy because the _ was more expensive.,,gift,toy
1579,He received a gift that he liked more than the old toy because the _ was more cheap.,,toy,gift
1580,Leslie was able to jump to the top of the wall while leaving Brian behind because _ is tall.,,Leslie,Brian
1581,Leslie was able to jump to the top of the wall while leaving Brian behind because _ is short.,,Brian,Leslie
1582,Billy wanted to rent a movie but James said TV was better. James said the _ would have more variety.,,TV,movie
1583,Billy wanted to rent a movie but James said TV was better. Billy said the _ would be more entertaining.,,movie,TV
1584,The boat started to sink when James added more luggage into it. The _ is heavy.,,luggage,boat
1585,The boat started to sink when James added more luggage into it. The _ is light.,,boat,luggage
1586,"There was less chocolate in the cake than in the pie, so the _ was sweeter.",,pie,cake
1587,"There was more chocolate in the cake than in the pie, so the _ was sweeter.",,cake,pie
1588,Ben was looking for a new mattress and found both spring and memory foam. He liked the _ mattress because it was stiff.,,spring,memory foam
1589,Ben was looking for a new mattress and found both spring and memory foam. He liked the _ mattress because it was shaping.,,memory foam,spring
1590,Rachel was interested in learning about herbal treatments and asked Betty to share her knowledge. _ was anxious to help.,,Betty,Rachel
1591,Rachel was interested in learning about herbal treatments and asked Betty to share her knowledge. _ was anxious to learn.,,Rachel,Betty
1592,"Jennifer had to wash their face with a special cleanser that Cynthia found too drying, because _ 's face produced more oil.",,Jennifer,Cynthia
1593,"Jennifer had to wash their face with a special cleanser that Cynthia found too drying, because _ 's face produced less oil.",,Cynthia,Jennifer
1594,"Betty told a crazy story about a wild duck to Mary, and _ was amused to hear the story.",,Mary,Betty
1595,"Betty told a crazy story about a wild duck to Mary, because _ needed someone to hear the story.",,Betty,Mary
1596,"Because Cynthia was less flexible then Carrie, _ decided to take up yoga to improve in that manner.",,Cynthia,Carrie
1597,"Because Cynthia was more flexible then Carrie, _ decided to take up yoga to improve in that manner.",,Carrie,Cynthia
1598,Ian enjoys eating almonds and Derrick hates it as _ has strong teeth to bite them.,,Ian,Derrick
1599,Ian enjoys eating almonds and Derrick hates it as _ has weak teeth to bite them.,,Derrick,Ian
1600,"The lost dog wanted food and water but there was a dumpster with _ , the dog ran past it.",,food,water
1601,"The lost dog wanted food and water although there was a stream with _ , the dog ran past it.",,water,food
1602,The children enjoyed the cartoon more than they did the movie because the _ was funny.,,cartoon,movie
1603,The children enjoyed the cartoon more than they did the movie because the _ was scary.,,movie,cartoon
1604,Jim bought the phone instead of the monitor at the electronic store because the _ he had last was broken.,,phone,monitor
1605,Jim bought the phone instead of the monitor at the electronic store because the _ he had last was still working.,,monitor,phone
1606,"Joel wants to start beekeeping but asks Eric if he wants to join him, because _ would feel lonely.",,Joel,Eric
1607,"Joel wants to start beekeeping but asks Eric if he wants to join him, so _ agrees to do it.",,Eric,Joel
1608,Sarah was more sick in the morning than Emily because _ was several weeks pregnant.,,Sarah,Emily
1609,Sarah was more sick in the morning than Emily although _ was several weeks pregnant.,,Emily,Sarah
1610,Erin jumped and clapped at the dance performed by Betty.  _ was quite the performer.,,Betty,Erin
1611,Erin jumped and clapped at the dance performed by Betty.  _ was quite the fan.,,Erin,Betty
1612,"Sam was hot on the beach and saw an ice cream truck. Sam saw popsicles and slushies, but she chose the _ because it can be sucked.",,popsicles,slushies
1613,"Sam was hot on the beach and saw an ice cream truck. Sam saw popsicles and slushies, but she chose the _ because it can be sipped.",,slushies,popsicles
1614,Patricia is a sous chef and Laura does not like to cook so _ doesn't do any of the cooking in the house.,,Laura,Patricia
1615,Patricia is a sous chef and Laura does not like to cook so _ does all the the cooking in the house.,,Patricia,Laura
1616,The tree in Monicas yard was a lot bigger than that of Lindsey because _ had an older tree.,,Monica,Lindsey
1617,The tree in Monicas yard was a lot smaller than that of Lindsey because _ had an older tree.,,Lindsey,Monica
1618,"Dennis uses Facebook all the time, but Benjamin is kind of against social media. _ is savvy at technology.",,Dennis,Benjamin
1619,"Dennis uses Facebook all the time, but Benjamin is kind of against social media. _ is against technology.",,Benjamin,Dennis
1620,Ian slipped on oil that Donald spilled all over the kitchen floor. _ was angry.,,Ian,Donald
1621,Ian slipped on oil that Donald spilled all over the kitchen floor. _ was sorry.,,Donald,Ian
1622,Kayla got to their destination later than Rebecca because _ didn't stop to pay the toll.,,Rebecca,Kayla
1623,Kayla got to their destination later than Rebecca because _ had to stop to pay the toll.,,Kayla,Rebecca
1624,The line cook at the restaurant added tomatoes and croutons to the salads; the _ were red.,,tomatoes,croutons
1625,The line cook at the restaurant added tomatoes and croutons to the salads; the _ were crunchy.,,croutons,tomatoes
1626,Kim tired to de-ice her windshield with her hand in the snow but the _  got too cold.,,hand,snow
1627,Kim tired to de-ice her windshield with her hand in the snow but the _ got too much.,,snow,hand
1628,The case handle eventually broke while James used it to haul the brass bar. The _ is heavy.,,bar,case
1629,The case handle eventually broke while James used it to haul the brass bar. The _ is light.,,case,bar
1630,"The woman covered the carpet in the living room with a rug, because the _ was clean.",,rug,carpet
1631,"The woman covered the carpet in the living room with a rug, because the _ was stained.",,carpet,rug
1632,"It took Jennifer days to finish her project, while Elena finished in mere hours, unusual since _ was usually the speedy one.",,Jennifer,Elena
1633,"It took Jennifer days to finish her project, while Elena finished in mere hours, unusual since _ was usually the slow one.",,Elena,Jennifer
1634,"It was enjoyable for Monica to explore new places but Christine avoided it, since _ was frightened by new things.",,Christine,Monica
1635,"It was enjoyable for Monica to explore new places but Christine avoided it, since _ was curious about new things.",,Monica,Christine
1636,"Rich wanted a better place to store his batteries, he moved them from the top of the fridge to a drawer. The _ was hot.",,fridge,drawer
1637,"Rich wanted a better place to store his batteries, he moved them from the top of the fridge to a drawer. The _ was cold.",,drawer,fridge
1638,James run out of cash when he went on the vacation with its cost. The _ is low.,,cash,cost
1639,James run out of cash when he went on the vacation with its cost. The _ is high.,,cost,cash
1640,"After the terrible traffic accident, Justin paid 3 million to Benjamin, because _ was severely injured.",,Benjamin,Justin
1641,"After the terrible traffic accident, Justin paid 3 million to Benjamin, _ was at fault.",,Justin,Benjamin
1642,In the village the healer created natural remedies and used berries but not herbs because the _ were healthy.,,berries,herbs
1643,In the village the healer created natural remedies and used berries but not herbs because the _ were poisonous.,,herbs,berries
1644,The acorn that I ate for a snack chipped my tooth because the _ was soft.,,tooth,acorn
1645,The acorn that I ate for a snack chipped my tooth because the _ was hard.,,acorn,tooth
1646,Jason called the ambulance after Benjamin had a bad car accident because _ was worried about them.,,Jason,Benjamin
1647,Jason called the ambulance after Benjamin had a bad car accident because _ was unconscious.,,Benjamin,Jason
1648,"Katrina is being bullied and asks Patricia for her protection, because _ is bulky and huge.",,Patricia,Katrina
1649,"Katrina is being bullied and asks Patricia for her protection, because _ is thin and small.",,Katrina,Patricia
1650,Derrick studied how to crochet but Hunter did not. _ made some cute little booties for their dog.,,Derrick,Hunter
