id,question,concept,true_answer,wrong1,wrong2,wrong3,wrong4
515425a0996860a5d94f9af6f0a225ec,What may you feel if your listening to your mother tell childhood stories to your date?,,anxiety,learning,embarrassment,empathy,fatigue
4a038540c439a347ad60b361c1cf1e62,Where are you when an employee brings you cooked potatoes?,,restaurant,bathroom,cellar,countryside,plate
900384fdb1af341cc9e92bb2317aa9f4,"John got a raise, but he lost rank.  Overall, it was a good what?",,demotion,push down,go off strike,lower,go off strike
515f7811f5463b2d102f9f1a766bf4ec,What happens if you mess up while skating?,,can fall,having fun,fly to the moon,may fall,get cold
f5d2db88101a900319fd872a9af8c746,By the end of one field the sharp scythe wasn't cutting because it had become what?,,blunt,ocean,flat,unobservant,dim
516f880cee143f941e746c9050a70f79,Where is a very bad place to find a crab?,,underpants,chesapeake bay,seychelles,fishing boat,cooking pot
2c1ab743014befe4417f04e30931176f,"John walks down an aisle that is full of over the counter medication. and another with assorted items, toys, candy, and whatnot.  If there isn't any food other than candy, what type of store is he probably in?",,drugstore,department store,gas station,grocery store,supermarket
69dabaf484bf46887f8f4c4cbcbf4ff5,Sally made a mistake.  She came home drunk and endeared the wrong house.   What was the relationship between the house and her neighbor?,,belong to,burn down,winter storm,her favorite,face street
eac3a4080127e8924034651b57dfa289,"James shaved, but this left a lot of hair where?",,sink,arm,person's head,floor,moustache
cc7a300b1c9319f5e09328cac06b0a4d,"While he had seen a koala in the zoo, he was looking forward to finding one in the what?",,australian outback,bamboo grove,wilderness,island,child's book
fbeb571abe2230a4a7eb04a32f445dc7,"The token was tossed aside carelessly, where did it end up?",,ashtray,pocket,slot machine,floor,coin collection
99590f57ea47f4cc67d9cda6c178d216,"Even though he was committing murder in self defense at the time, he still had what about having had done it?",,regret,killing,dread,dying,fear
8372d3f28990fae4ae0836c1c347b129,Why do people want to play games?,,fun,keep score,try to win,attempt to win,bored
9924a22530c39cb3b7c5aa722ecebc99,Where could a marmot go to try to escape from you?,,tree,in wild,north america,colorado,hide
7d2cf2234fa92739b281824036bdc76e,"John's router kept going to sleep.  This made his internet searches much slower, because it increased this. What is this?",,latency,response time,miss work,not awake,loss of consciousness
b868ea38a452c8346e0241eea212fd4b,Where to put the rope before we start the hike?,,backpack,swimming pool,lower person,boat,lay down
41077c34127eb033129a614087630736,What time of core value is likely to not be trivial?,,fundamental,true,important,significant,radical
d14a89fb8d2d3a31d5f0c4ed0f922309,What is a person the leader of after they are inagurated?,,country,earth,pack,organization,army
0c0e41f3d604c41ceffa359da4c010ad,"Greg wasn't interested in academics or history, so when he was visiting the museum with his class he was crushed by what feeling?",,boredom,inspiration,itchiness,enjoyment,sore feet
35a6965d76c6851b0f77446dcc7d9aa5,Though he was foreign he no longer carried an accent and people always just assumed he was what?,,native,domestic,local person,indigenous,normal
4fd9700779dcb8f444fb7f6fcab4793a,"The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?",,town,england,iowa,street corner,city
e27268dc114bd3d460385858d12a3897,"If one is drinking with the intention of getting drunk, what might your body experience?",,loss of control,hangover,getting drunk,swallow,euphoria
5ab318e57442bdaea289a6ceab43de61,Where would you give something other than money to a clerk?,,post office,ticket booth,at hotel,shop,bookstore
57edc55edc885ca40e4a9c004ffa845c,Where would a highlighter be used in a legal case?,,case,office supply store,office drawer,desk drawer,school
3bf610982c7ceef61652cc8a7820f528,"She had grown to despise her husband, she though committing murder was the only way to end her what?",,misery,prosecution,fear,distress,marriage
dd5569ca663310799e49510846975419,"He told his parents he was going to go somewhere, they told him to call when he what?",,arrive there,fart,meet,get lost,go back
a2ddd5307fdb83006d4e69de3bb50722,"The scientist began to analyse the results of all the tests, he was hoping to do what ideas about the theory?",,learn new,think about,ball stopped,come to conclusion,look at
f1f3e0c3f5fd6a25474b3189247ea6cc,"Pencils, paper and curiosity are all great things to bring with you when you do what?",,attend school,hear news,examine thing,go to work,go to market
207ee03ce9729c7d23a0965b88bdd949,What could silicone get stuck to and cause irritation?,,contact lens,hardware store,artificial breasts,tube,home
00cb1a1cfcb21c5e699c5131e50f9232,"The IMAX screen was even bigger than he imagined, it was so big he felt outdoors rather than in a what?",,theatre,drive in movie,monitor,movies,home
a01a366b6490bacf935d539d26340cce,A marmot is an animal that is normally found in what type of environment?,,american forest,african desert,northern hemisphere,switzerland,northern climates
14aed601b94ea93373e6ee46a2add6e0,What business is likely to have few cubicles?,,bank,office building,playing,dividing work spaces,work
fadddf41c15b365f182e2f16582b7f6c,"Josh is someone who usually stays up late. He's very much a night person.   Now he's applying to for a nine to five job, but he's worried that he might get what?",,less sleep,employment,laid offf,rejection,income
10eeb43da5af757483ec29f01e563ae8,What will happen to your clothes if you are full?,,close fitting,topfull,incomplete,enlarge,partial
008bdeedf3c83949a46bcf238e94d59e,"My idea of entertainment is gambling, where should I go?",,casino,show,fairgrounds,buy lottery,friend's house
b84a67d4546250326d63af243769c9a7,"You're not traveling but you need to put your shirt somewhere, what is the name of the object that you'd put it in?",,dresser,suitcase,garment bag,drawer,dirty laundry basket
433c513e36799605b6d80fb3aebc28ea,What does a person sometimes do after they finish secondary education?,,enter college,feel lonely,cross street,pass exams,graduate from high school
583ffc8083fdfa9c786f885149b20ef0,"A human seeks clothing and electronics in the same place, where does he go?",,department store,space shuttle,new jersey,office,new orleans
4317cfeba4112e72ab1efb7e824441c0,If a person has stage fright and is about to go on stage what will they experience?,,anxiety,ridiculous,open sores,happiness,different
163b336ff36088432fd8797a8d22fd94,What might someone get on a test that requires an answer?,,question,swear,swear,wrong,problem
4767a567ef52144fdeacc5343d2da626,What would happen to a building if it is not needed any more?,,fall down,cast shadow,target,weather storm,face north
cbb1730b2d530e4d2d13c0a7eb893e76,"He felt embarrassed he spilled his soup bowl, he knew the waiter who had to clean it up because he was at his favorite what?",,restaurant,cabinet,apartment,dishwasher,washing machine
e26d325b8d9f0bb06c730c5fb3051211,"If someone wants a changing society, what do they need from their government?",,new laws,happiness for,give up,acceptance,cultural revolution
3a33b2e17b7a3374802cc4f41df03a1b,What would you need at least two computers to do?,,share files,cost money,multitask,do work,do arithmetic
7e381d8dd156b167903851adb53aa80f,The snake was found in a cave north of Texas.  Where might it have been found?,,oklahoma,tropical forest,ball stopped,bedroom,basement
3bb53470a06088c4c5ca58f2f4e5e962,Where would you first look for your dog?,,back yard,road,neighbor's house,porch,farmyard
e8b351c7a1cb4fef18795b997f06d520,"If I am playing a xylophone with a large, amateur ensemble of young people, what am I a member of?",,high school band,chef,abc book,orchestra,museum
7e51b17fac83325b74b4923607f82fce,What is a method expressing yourself while making an object of lasting beauty?,,creation of art,understood,being slapped,people will understand,pain
b918615987f5b9736592e3f05c72e8a9,How do you usually rest when you are laying down in a bed?,,sleeping,in motion,using energy,action,rapidly
ed47f96351bed9cd96db1aaed1fe7ef2,What happens when someone is resting when they are tired?,,fall asleep,time passes,going to sleep,lying down,snore
7437ec22887334d59b1d49175c555e06,Where are you likely to find more than one parking lot?,,city,shopping center,airport,circus,town
fd9db0df25cc2eb0ca47047369fcf685,A builder looking for wood to build a new home is likely to visit what location?,,lumberyard,own home,grocery store,boat,carpet
86d0554d58036deb31043685735e6acf,"His first big break wasn't with his band, but he played his musical instrument for the soundtrack of a what?",,movie,magazine,case,concert hall,orchestra
c57b9b2a8b6f0a74cd1f1762915ec2bf,"James was a mean person, but he was also very what?",,generous,mean cruel,nice,friendly,kindness
c542cbce4cc2a9df835540cd27b73117,"After the lunch break, what did the men resume doing?",,working,fix it,accelerate,putting together,breakdance
018ce0156d24bbe1e8efed9a00118df0,Where is a boat always supposed to be?,,water,lake,harbor,sailing,ocean
a1eaeef3962f7568b3a27f5ebb897986,"If someone is agreeing with everybody they're bound to get caught in the middle, this can create more of a what?",,problem,like,harmony,peace,joyful
dba5b709730a216f6b1be8ea703a8471,A wooden rod was used to wind up his freestanding what?,,old clock,broom closet,old houses,carpentry shop,put a bar
a4f6192e01e371f5875098cb389112d8,"He was back in his hometown, he was planning on having fun and doing what?",,visiting friends,being understood,hug,rambling,kiss
898f20ed4a2f4e98c97fecbf87e8e70b,What do dogs need to be happy?,,affection,walked,guard house,roll over,go outside
354a375ceff819cd888706d9ecc49aa9,What happens while chatting with friends about current events?,,exchanging information,laughter,hope,feel close to,social approval
c51979c82db64487d6f998be5630ce80,Where would a local terrorist end up if they are caught?,,prison,airport,hijack planes,hotel,afghanistan
41a9215e733133ab6cbcd743123bda54,What must a foreign exchange student do to get around in the new country?,,learn language,do mathematics,read book,answer question,begin to study
2181e61817c686609350a2b5a472975e,Why would a camper start burning logs?,,make breakfast,light fire,go swimming.,pack or bag,go hiking
dd087a0df33b4f8d50d53b8d7abd6c10,Where would you buy something from a clerk?,,bookstore,shop,post office,at hotel,airport
41ad126e0cabe9e67d664765d72fbbd8,Sarah put her food in a trash can beside her desk.  Where might she have been?,,office,bus stop,corner,park,motel
d9927b22e5c760a75724677f9420cd7b,If you want to stay warm while watching television you're take your comforter where?,,livingroom,world,washing machine,fire,cedar chest
9d3bd52da102dc65af174db58ae14fc0_1,where can you sit to work on your needlepoint near your front door?,,livingroom,thread,artscraft store,sewing,frame
fafd8ae7a6ed823072b2c024c5de1f1b,What has many head which breath air which is not fresh?,,submarine,morgue,hat shop,human body,california
626e2763564721993f295a2fcbc2737a,John he dreaming that he's falling.  What could happen when he hits the ground in his dream?,,might awaken,sleepwalking,die a terrible death,confusion,fear
d83a1720444ec2fb3e3db8425c82753a,"The housemate was suffering boredom with what the others were doing, he just decided to do what early?",,sleep,read book,travel,play games,go work
f35a140a3bfb6d6c842da229c09357a7,Where is a traditional place to have your rocking chair?,,front porch,parlor,rock concert,old folks home,child's room
8758b19506d321d2fc522527aa27d033,Where could a jellyfish stay alive?,,lake,book,store,forest,current
940f31d7122e72551cbf355cef74f1be,"The romantic vacation had gone perfectly, she had always wanted this moment of sitting at a cafe on the streets of where?",,paris,building,london,michigan,cobblestones
32d5b7fcae24f0d4871cfb219c5a4b47_1,"The day was over and the teeth filled, the dentist had to put all his metal what away?",,instruments,ore,badges,junkyard,metalworks
2ed103a29caf30fd3f214f89bc1ab7ce,Where can you find a tennis court for non professionals?,,recreational center,athletic club,country club,college campus,zoo
2708eb30308a4cd6de3014a2c90892e5,"The grass at the park was torn up with cleat marks, what likely perspired?",,soccer game,fairgrounds,state park,field,playground
07cc01a6cdab0cbc317a99703db51d78,What does an actor in a musical do?,,sing songs,branch out,vocals,pretend,wear costume
0da3862a8eaf1d6171e8af9a78ebe21e,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,,drink water,need space,canter,trot,carry riders
9d748409fd01e71bccdfc0607e45d5b5,Where would you find a pet jellyfish?,,tank,australia,movie,japanese restaurant,shore
8aa98fa7cfab13a30b8d473adfdcb611,"If you do not have an organ, where would you get it?",,music store,black market,system,cathedral,human body
5de52d82685ac308eb600283e3c86431,"A person is being judged, what is he entitled to?",,fair trial,source of income,headache,white teeth,freedom
bb27a6dd663e0d997a5af35c89858c28,"John went to see the massive ball of yarn that was supposedly the largest in the world, but he didn't enjoy it.  In hindsight, he found it to be what?",,lame,bad,insubstantial,inconsequential,dwarf
1645cdf4eade949bd5d1bd21523bd469,What might happen to a head to cause losing consciousness?,,injury,coma,death,a blow,falling down
17ba04860d5c9f45c7977ff2eb78e856,"The child was suffering from neglect, luckily the teach took what?",,notice,regard,taking care,consideration,assumed
5723324a51b73adb0b839ee2841de804,"All the children were having fun, the game of tag was a great choice of what?",,activity,effort,exercise,relaxing,playing around
5bcd1d05ac467686c452b0266e6d633e,Where would you not be able to hear a telephone?,,party,house,friend's house,hospital,desktop
22cc09e4a2c25389758b9bc70f10afa5,"John was very annoyed by the infidelity of his sound system.  He had paid a premium for it, so he expected what?",,fidelity,end marriage,loyalty,faithfulness,mean shooting
eb882235dff414976048b6fe661f5e86,"People enjoy many things, using television is the most common way people are what?",,entertained,eye strain,visual,laziness,distracted
32dbf4663b48c7c169c5ca520336f5a6,Where are people likely to leave a car in a parking lot for an extended time?,,airport,shopping center,business district,city,swimming pool
5879acc1135c979cb0ab921d9e464a08,"The steak house was unfamiliar to western palettes, from where did the cooking style originate?",,japan,mexico,ocean,texas,new york
ca94a7a2db2427000631de54f68f251f,He ordered his men to go forth and drive the enemy which way?,,backwards,straightforth,back and,reverse,forward
9c5be0a0dd4fb8aead8f6414f9777aff,What common area do most people keep a sofabed in?,,livingroom,one room apartment,spare room,sitting room,in a bathroom
603acfcb73c489f6cc374cd1d8d10b07,He kept a container can for draining oil in what location of the house?,,garage,liquid,store,pantry,gutter
a3c18fddbee728dc2fb65aa49124d37f,"She usually didn't like Adam Sandler, so she found it surprising that she found his latest movie what?",,funny,startled,important,shocked,laughter
8fd9f10cb29c31547c9a5879854be4aa,James hated getting in line.  The time spent brought him only what feeling?,,irritation,linearity,have to wait for,long wait,anger
b6b01e5a585dd01947f2cb575121151f,"If spend time finding information on operating something, what do you hope to acheive?",,being able to use,know how to act,full capacity,solution to problem,gaining knowledge
df5dfc31e258f13093034e10b9896cf9,Where are seats often plush?,,opera,rest area,theater,hockey game,classroom
58bbc2dda9101a1eb4603fc8995d6b0c,"When attending school, if I misbehave, what could happen to me after school?",,detention,stupidity,much work,boredom,trouble
c127dc0a6c2701ff59e20c7070fbce8c,Why do people want to swim in the heat?,,cool down,wear bathing suit,fun,excercise,exercise
fa6a94ba5a10ee5be182a1c6ae6ce0ec,"If I was a christian in American in the 1700s, what did I do to Britain?",,rebel,fail,obey,stumble,believe in jesus christ
476f2c30ad4b0699eb21ad7f1c42d21a,"You might grab what to smash a large, frightening bug when you're outdoors?",,rock,tree,garden,meadow,rug
f6aabf392a43d4862e8c2a5e7aac044a,What benefit can you get from watch tv?,,learn,have tv,distraction,fall asleep,sitting
79c8cf69642cf605b3170e8a890a691e,"The roadway had a fast speed limit, but there were children nearby, what was safety concerned for?",,neighborhood,suburbs,countryside,city,subdivision
07f1fc9c5864d21bf7a88e848d5a7ceb,What will hot cats do?,,drink water,laugh,open doors,eat meat,lie down
6f209420d6374280d3096a987e84b8df,"The man was from north carolina, but he just referred to it simply as what?",,carolina,south,united states,south of virginia,north of south carolina
1063bdf08fbf9989d8f7614035cbac1f,What can happen to a dog wiggling during grooming?,,injury,mistakes,late,pain,beauty
7725dc084d1e883bc9a467786dc60a22,"The person preferred going to the farmer's market over the grocery store, why?",,fresh produce,acknowledgment,price,smooth skin,good credit
8eb90cbfa531ba39e0570ef130912e24,Where are small city halls usually located?,,towns,opera singers,detroit,court,downtown area
7d0f388d8c9c8dbf7c2143c804bfab1c,Where is bacteria likely to be found naturally?,,ground,petri dish,water,lake,toilet bowl
41228ccdf70a4e78962796da73688fa3,The horse was decorated because it was taking part in something. What was it in?,,parade,countryside,western movie,movies,rodeo
26bc6f7036ed08c49e6e798b2954f59f,What does a long session of procreating cause?,,exhaustion,having children,feeling good,overpopulation,reproduction
b28fc3c06b25805bc7f954a82056e4df,Where would you put scissors if you will need to use them in another building soon?,,backpack,haversack,desk,cabinet,house
cd873aa74bf05ef58c1b9dac2c80c3ed,"The signs went from English to French, they had traveled far along the national highway where?",,canada,major cities,africa,united states,atlas
06a8f6bf117346a4ab4585536033437e,"After a while playing, what was happening to the children?",,getting tired,fights,competitiveness,having fun,learning
f612012d2406c0dd867d17a1754eeba8,WHat do you use to recording something?,,recorder,tape,i would write it on paper if possible..,documentation of facts,spell checker
029194a5345f9d92458efe4b3e303306,"The sloth was very muscular, but he couldn't compete in the contest because it had a humans only rule.  What contest was the sloth trying to enter?",,universe,dictionary,global,commercial,countryside
b03228239f1ef24731a92e538d046a2f,What do you put around a garden to keep animals out?,,fence,park,ground,vines,full bloom
0b59df7a648ca25b07ae5a285486ce58,HOw do you watch film before its on video?,,go to movies,wear contact lenses,open eyes,have eyes,rent one
1f00d8db9a49432007db181e80de0866,"If you're relaxing with friends and you agree with one but not the other, what have you done?",,side with,keep secrets,hang out,lying,talking about
df7c27707f3d585ad508049b1d1ff5a9,When we judge people what do we tend to do to them?,,alienate,gather information,condemn or condone,talk about them,gather facts
2b4f591c455f07c87a4800db9e845b13,"Sammy wanted to preserve the wallpaper, but it was wet and had already begun to do what?",,decay,ruin,throw away,destroy,waste
cfffc4e80daeb22081e11b9dc087acd6,The largest train stations are in what areas?,,big city,in a ocean,bums,europe,downtown area
2dd03b02b54c6b8ab7239ccf76e53828,"She was worried about driving car, she was worried what might flare up during a long drive?",,backache,michigan,car crash,automobile accidents,getting tired
b25094ce836bfdb30ff25ee2616af13d,Where would you get nails if you do not have any?,,store,supermarket,jar,container,cabinet
1208c9493d2b958a0b2ec4f2466f4a08,To where do apple trees drop their fruit?,,ground,the ground,outside,park,uzbekistan
297cde06d25ce3cf67c94c3a184c2694,A saltshaker is often used with what container for lipids?,,cruet,kitchen cupboard,cabinet,teaspoon,table setting
9ab220c95f78a0abb6a031088e7941ce,John stood in the courtyard and watched the bulls.  Where might he have been?,,spain,lawn,tv room,versailles,english countryhouse
3b0d615293c5312c7c10389f6e969e3d,What is likely to be filled with noxious water?,,swamp,perfume,carafe,fountain,ocean
5681b10178ea17ce79769077881bc49b,Where would you put a tote bag while you are getting some food?,,shopping cart,between two legs,house,store called target,school
179b8962ad195f4124990bf68e567b5b,Hammers are made of metal and what other item?,,wooden,softness,plastic,stone,toolbox
62dfae257550f047a3c269ccd5932659,"He seemed to be putting too much stock in the date, even though it wasn't shaggy he went to what?",,go for haircut,wait for,dress nice,bathe,shave
7eb948010b4489c75861db86b1298c53,"As they skipped stones, where were they looking for new ones?",,river bed,driveway,gallbladder,quarry,creek bed
320827a99ea5d070f298df554cd4107d,"A person, cannot afford their home, they are likely to be experiencing what?",,live in poverty,schizophrenia,deception,bad feelings,wealth
ea7f86f49a8b283eb498aa61b6a70bb3,"My friend makes a living playing trumpet, where might he work?",,orchestra,music shop,brass band,horn,high school band
caddae2a979056987aacfa523d942c13,What stadium is there where men once fought with spears?,,rome,college town,playing sports,large city,hold concert
780996eb2d9a8e7607e374a0a4264fb9,If you've been standing in queue for a long time you may develop some what?,,impatience,will have to wait,daydreaming,angry,become impatient
3bbfe263d781cac21bdd20cd097f12f4,Where would you find an anemone off the eastern U.S.?,,atlantic ocean,game preserve,intertidal zone,south pacific,sea water
e102410e5f3cdf7f1884dad09c9b7539,"They enjoyed the stories their uncle told, he was the eldest and the closest living connection to the what?",,older generation,aunts house,aunt's house,books,most families
23ecb6bbafcfde6cef108559fe7843a2,Talking to someone is pointless if they're doing what?,,not listening,dry mouth,whispering,being heard,eye contact
cf02f7ed3f6146e8f30cb51ce369b4ba,"South America is in winter when North America is in summer, this is because it is located where?",,southern hemisphere,occident,america,far,western hemisphere
4123d69d7dd9caf3ca127ceb794a16b4,What is someone with courage in a surprising situation not likely to feel?,,frightened,fight,shocked,humor,nervous
7e8ffa58b0456cb78afce0c82ce10620,What is the opposite of to dignify someone?,,demean,humiliate,mortify,demean,shame
69f55656b5478ce78c832305d615447c,What could stop someone from staying healthy?,,injury,live long,sadness,long life,happiness
db643e92fcefdeded85303d67a7f3804,what does skin cover?,,body,good health,tent,fruit,people
a3e57ac53a39b71d1cae9bdc98cb6703,What is a good way for children to learn about dining etiquette?,,set table,wrong house,read a book,watch television,sun themselves
bf1116612abf1a5948e2e3ba94bff3ae,"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",,making music,calluses,playing wrong note,audition,read music
e115bd2ab59a12391135737efd222312,What class activity is unlikely to cause boredom?,,watch film,play cards,surf net,play chess,play games
d0af683be5c81b270752aa83e42de18b,"The country enjoyed a period of peace, it was brought about by a very what time?",,violent,peacework,war,happened,trying
e5335178cb9c3e9ce702da39672b341f,Billy is grooming himself in his bedroom because he wanted to be handsome for the dance.  He can't find his comb. He rushes to the store to do what with a comb?,,get,beauty,prepare,positive,looking pretty
a153d42286482b2e522bc614f8928b26,What would you most likely use a blower to remove snow from?,,ground,canada,mountains,surface of earth,yukon
b65db5d05a1ec2c19e46d187cfd2add3,"The cows were lost in the city and hated the noise, what did they long for?",,countryside,milk machine,farmyard,fairgrounds,long horns
a46fcab790dbaa10fc6b366bf7cd57b8,Where did the two friends party and get drunk before going back to their sorority?,,fraternity house,wedding,friend's house,school,bar
d437d54e8706e8d4b78b79aad1291262,"If a person saw wings on a helmet, where would they be?",,detroit,airport,heaven,flight school,airplane
ca52d29870ccfc7566d12862d5ee03ad,What kind of place is an excavation site?,,work area,working ground,quarry,desert,under ground
ccb8e7bae344260101d3037d4ce1daaf,Where is a basement likely to be small?,,own house,church,closet,office building,art gallery
60c4d6a38af53980ae5469db3667e01e,What does a birthday do to someone?,,feel special,regret,indoor plumbing,own house,electricity
3fa6c72648d7869ab4931c2885c92c42,"Alcohol wasn't allowed at the meeting, so where did the alcoholic put his flask?",,coat pocket,science lab,laboratory,the meeting room,chemistry lab
251e237360e6603f030430c9807a357e,When picking an object for a baby something soft is the what option?,,sensible,harsh,crazy,abrasive,hard
4bcfcce1979f968baf54c9b3a4775c1c,"The business man had a big meeting that day, but his small child had gotten marker all over his fancy leather what?",,briefcase,drawer,desk,medium,office supply store
6751171e3d33eb977225e61fb1c64772,I have given up my goal of gaining more land.  Why did I give up?,,higher taxes,go to war,pride,more responsibility,not profitable
82fbb8d5c00a6703aa67971d55b62b37,The general decided to take to the only hill overlooking the field of battle that was entirely what?,,flat ground,mountain,flat land,won,pit
1d59ccb1195eb6b1730a904107b67276,Where would you get a radio if you do not have one?,,shop,school,space shuttle,trunk,stalk
11a06fce01a1df5916ec92b60e1d3e73,"Tweed is a fabric I am looking to make clothing with, where should I go to buy some?",,fabric store,clothing stores,scotland,eddie bauer,online
2988a84d5542ea92b0aa85f5506c25ae,"The installers had to move all the rows of benches, they were putting in new carpet where?",,church,office,bowling alley,building,playround
05efdd4d157cfde04aafdc4e98e497b7,When you express  this emotion you can be hurting someone else?,,anger,happiness,punishment,tears,suffering
588302e1b89cb22d274716ed96e27ac1,James spent time contemplating what he had learned.  He did this to do what?,,gain insight,often ignored,time to pass,play by himself,action
e9cec9e9af45af4b2fe8a12d863ff02c,What is the reason for having a gardener?,,grow plants,manicure the lawn,garden backyards,water plants,pick flowers
1ae2d274ac696ef43e6cbdbcae8452a8,"If I work in public transportation and find a door with a lock, where am I likely?",,bus terminal,train,automobile,file cabinet,house
f8c45a2a96c01be7955b27e64f00db71,"I love to see an idea become a reality.  In order to accomplish that, I must do what?",,work hard,think,do about,study,patent
592ba23bd4fd115bedd46f02f8671ea8,"There is only one soccer field in the area, and people love to play there. Where might the soccer field be?",,town,country,park,countryside,near
411c9752c263d774d001464b711cd9d8,What is it called when a plant opens up in the sunlight?,,bloom,photosynthesis,have roots,flower petals,flower in spring time
0ddc3aa660425153194eb4008d027bfd,There wasn't enough space.  You need to get a bigger what?,,box,suitcase,sentence,house,paragraph
cdf77538bf20fc83e4302723317ff266,"When taking a long walk, where would you store your clothing?",,backpack,suitcase,department store,purse,mall
66e21538262230e201e884c690d506f0,What happens to family members after death?,,sadness,decomposition,laughter,rebirth,burial
62907c920919ce2e2e57bdc6a9cf61f7,John couldn't reach the place he needed to dust.  What couldn't he reach?,,shelf,coffee shop,fridge,table,library
e156973ecc7cb03fd4e645a3d8441114,"Sally was looking for a saltshaker.  She looked where she ate, and it wasn't there. She looked in storage, and it wasn't there.   She searched every corner, eventually she found it wedged beside a counter.   Where did she find the saltshaker?",,own kitchen,denny's restaurant,dinner table,kitchen cupboard,cabinet
517ec7912d1adff93a8d70bc7f5c7d8e,When buying something you gain that item but you also what?,,losing money,using money,feel better,go broke,steal
e406df454726d057c22a781b5aad87cf,What would happen after you finished dying?,,would cease to exist,rigor mortis,unable to work,change color,change of color
db2c7d0528e1f38faa8e27579ed5a7c2,"She began to play violin at a young age, she had a passion to do what?",,make music,inspiring,like music,be musician,tune
ca4ee4cb4151443436aca04f7b3cc65b,"When the man needed storage for his personal belongings, what did he look to rent?",,building,dumpster,attic,warehouse,michigan
e1b58cb362dac4bba27689544bb0e127,What kind of activity is making bread?,,gratifying,pride,mess,allergic reactions,adept
f63b29730cf492649b9d62a66d4b6dc6,What will an athlete do to warm up their legs?,,jog,use heater,sprint,run fast,compete
f29b47ba582f39c04554edb7c78accfc,Where is a bee naturally found?,,great outdoors,alone,story book,herb garden,sky
ae22b1c6a3e976bed4e33140fcee81ef,How can you achieve happiness in a group?,,play games,sing,live life,fiddle,jump up and down
fb75a804425554082c13f9af97e50f5b,where do you throw garbage?,,trashcan,outside,television,ground,landfill
e914d4012527795c0638dab9a2aedd69,What do most people do when they need to relax?,,listen to music,eat whales for breakfast,have friends,hug,eat trash
6c23389d2a4cb7e82ef7ad80c6da7f44,"Gill went forth for some time.   Because hie forgot something, he put the car in what?",,reverse,straightforth,backwards,back and,race
c867df139c3bb239561e80e5054abab1,A person might wear his yarmulke when going to where?,,synagogue,demonstration,concert,garage,bus stop
52061eb4c8fe149e1290838e6040ef86,"Suzan is fiddling while Johnny, Jerry, and the rest are having some wild fun with not particular rhyme or pattern.  What might they be doing?",,dancing about,shuffle,troubles,square dancing,discovery
cbfe90570babd7aae6334f81e98981d9,Where is a front yard likely to be small?,,suburb,gardening,slip and slides,grass,neighborhood
8aef49cac285a9373b64b6e1d6bf7595,News and reality shows are examples of programs that are not works of what?,,fiction,old information,fun,documentary,propaganda
a4657fc47c8dbe999297f148cf3b7af0,"He was applying for a job, what did he promise to do when he spoke with the manager?",,working hard,frustration,over time,stress,employment
cd27eb16be0b92fa8f999396c9ecc66c,What could happen to you if you are cleaning house for only a short time?,,sneezing,exhaustion,tiredness,order,make money
4284fab0fb99bbb16f99b07ed99dbe00,People have many different emotions during the day we also call these this?,,feelings,brains,brown hair,drug problem,radio
5e5d434e68cf8d3fa1e0e79d792151ff,What do dead trees often do?,,fall down,wall in,produce fruit,branch out,die
8ab407eaa609bbc620cf2364d20a4e91,What do children often do before bed?,,hear stories,play games,push ups,play with toys,throw things
f31ddf6b4ccb980a2aeb2f01b985adb7,What might happen to someone not used to jogging?,,shortness of breath,better fitness,exhaustion,lose weight,blisters
927a1ba9e76d6ee8dcee0749b12aabcd,Where would glasses be needed by many people?,,meeting,cabinet,office,cupboard,home
8748ec4ee117cc7883cb24de6b078771,"The drought was dangerous for the trees, they were more likely to what?",,burn,wall in,grow tall,fire,covered in snow
2982ad3afe6967c04e0fcb4d7079fdfc,James imagined what he wanted and his mind did what?,,form images,tended,hatred,play tricks on,form thought
d4b5f772fd93189466b6a3d06b50f365,Jimmy and Tim like playing together.  When they play for a long time they have to stop because they do what?,,get hungry,feeling happy,learning,grow up,injury
b7e99cb14ccefcf67c2a7315b8c15931,What type of apples do people prefer?,,crisp,good to eat,grocery store,good for,farm
0b1753242fcb7133d9067e577c4aec98,"He used his hands to mold the clay, what was hoping to make his clay more like?",,articulate,cup chin,hard,sign language,cup water
298a7acf5da017ea89bacb74bb61d046,"Many in the flock often forget the most basic tenants, a big one being that on god can what?",,judge men,anything,everywhere,give peace,help people
ca90d866900c85d0fa06013ed367eb97,Where would you get a ball if you do not have one?,,sporting goods store,bowling alley,soccer field,sporting event,cuddle
9c03b916d1b672f6c3be1719cad00ba7,How do most people communicate?,,speak words,dance together,fight,own cars,believe in god
b2fbeb0b48bd5e575af0f7dc24cdd85d,What does someone who has a greed for energy do?,,buy food,cause businesses to grow,get,lie,win
a0ad7d7d0d013dc7858e1b8f652ea5df,"What can sitting in a room, waiting for an appointment lead to?",,boredom,impatience,have fun,giving birth to frogs,wisdom
d54963f24ea91b2cc56312d720bac0d9,"This is one of many places where you're unlikely to find a sloth, and it may be illegal to keep one here. What is this?",,basement,universe,bedroom,tropical jungle,amazonia
0a09a1b22703aacd53e1b854d6b5188b,Where can you get gasoline?,,gas station,power mower,boat,refineries,oil rig
