id,question,concept,answer1,answer2
3764,Carrie had to stop and buy an astringent face wash because Monica didn't use it and because _  has a pimpled complexion.,,Carrie,Monica
3765,Carrie had to stop and buy an astringent face wash because Monica didn't use it and because _ has a clear complexion.,,Monica,Carrie
3766,The beautiful girl came up to Tanya and not Elena because she recognized _ from the past.,,Tanya,Elena
3767,The beautiful girl walked past Tanya and not Elena because she recognized _ from the past.,,Elena,Tanya
3768,The fire spread quickly through the town in the valley but missed the village on the hill since the _ was up.,,village,town
3769,The fire spread quickly through the town in the valley but missed the village on the hill since the _ was down.,,town,village
3770,Ryan had to be fitted for a leg cast while Brian was discharged to go home because _ had no broken bones.,,Brian,Ryan
3771,Ryan had to be fitted for a leg cast while Brian was discharged to go home because _ had a broken bone.,,Ryan,Brian
3772,Jessica gave Carrie her pipe on the last day of camp _ was happy  because she was a nonsmoker.,,Jessica,Carrie
3773,Jessica gave Carrie her pipe on the last day of camp _ was happy because she was a smoker.,,Carrie,Jessica
3774,Natalie became much weaker than Betty after _ spent a year in the gym doing strength training.,,Betty,Natalie
3775,Natalie got much bigger than Betty after _ spent a year in the gym doing strength training.,,Natalie,Betty
3776,Living abroad for the year suited Emily more than Mary because _ missed her home.,,Mary,Emily
3777,Living abroad for the year suited Emily more than Mary because _ made it her home.,,Emily,Mary
3778,Jennifer chose to vacation at the desert while Patricia traveled to the beach beacause _ loved water.,,Patricia,Jennifer
3779,Jennifer chose to vacation at the desert while Patricia traveled to the beach beacause _ hated water.,,Jennifer,Patricia
3780,Amy's skin bubbled up when using the product unlike Felicia's because _ was fine with the chemicals.,,Felicia,Amy
3781,Amy's skin bubbled up when using the product unlike Felicia's because _ was allergic to the chemicals.,,Amy,Felicia
3782,"The newborn baby kept Jessica awake and not sleeping but not Emily, because _ had sensitive hearing.",,Jessica,Emily
3783,The newborn baby kept Jessica awake and not sleeping but not Emily despite _ having sensitive hearing.,,Emily,Jessica
3784,"Christine knew she would receive discipline from Tanya if she acted up, since _ frequently received punishment.",,Christine,Tanya
3785,"Christine knew she would receive discipline from Tanya if she acted up, since _ frequently gave out punishment.",,Tanya,Christine
3786,Monica did not use the website to register their car but Rachel did because _ was internet ignorant.,,Monica,Rachel
3787,Monica did not use the website to register their car but Rachel did because _ was internet savvy.,,Rachel,Monica
3788,"I was trying to decide if I should use the oven or bbq the corn, after looking at the good weather, I decided to use the _ .",,bbq,oven
3789,"I was trying to decide if I should use the oven or bbq the corn, after looking at the bad weather, I decided to use the _ .",,oven,bbq
3790,"When Patricia decided to start a blog, Felicia tried to discourage her because _ liked to write in text speak.",,Patricia,Felicia
3791,"When Patricia decided to start a blog, Felicia tried to discourage her because _ didn't like to read in text speak.",,Felicia,Patricia
3792,"Megan had to brush their hair frequently, but Laura avoided brushing too much, because _ had long hair.",,Megan,Laura
3793,"Megan had to brush their hair frequently, but Laura avoided brushing too much, because _ had curly hair.",,Laura,Megan
3794,He likes to drink milk out of the carton and knows he should use a glass because many would look up to him for drinking from the _ .,,glass,carton
3795,He likes to drink milk out of the carton and knows he should use a glass because many would look down on him for drinking from the _ .,,carton,glass
3796,"While pregnant, Patricia had a craving for ginger water so she asked Sarah to make her some.  _ asked for some money for the ingredients.",,Sarah,Patricia
3797,"While pregnant, Patricia had a craving for ginger water so she asked Sarah to make her some.  _ gave her some money for the ingredients.",,Patricia,Sarah
3798,"Erin refused to take the medications that Christine gave them, even though _ was constantly sick.",,Erin,Christine
3799,"Erin refused to take the medications that Christine gave them, even though _ was constantly offering.",,Christine,Erin
3800,Eating healthy snacks was a must for Cynthia but not Carrie because _ lived a unhealthy life.,,Carrie,Cynthia
3801,Eating healthy snacks was a must for Cynthia but not Carrie because _ lived a healthy life.,,Cynthia,Carrie
3802,"My buddy says that meditation is great for stress relief and weight loss. So far he's been wrong about the _ , I've gained 5.",,weight,stress
3803,"My buddy says that meditation is great for stress relief and weight loss. So far he's been wrong about the _ , I can't sleep.",,stress,weight
3804,"Megan hated the table she saw, but Emily loved it. When they left the store empty-handed, _ was disappointed.",,Emily,Megan
3805,"Megan loved the table she saw, but Emily hated it. When they left the store empty-handed, _ was disappointed.",,Megan,Emily
3806,Lawrence has developed romantic feelings for Robert so _ tried to find ways to ask them out.,,Lawrence,Robert
3807,Lawrence was alerted romantic feelings from Robert so _ tried to find ways to ask them out.,,Robert,Lawrence
3808,Eric wanted to sell the car but Craig did not. _ decided he could deal with getting rid of the car sooner..,,Craig,Eric
3809,Eric wanted to sell the car but Craig did not. _ decided he could deal with the car a while longer.,,Eric,Craig
3810,"The sunburn was avoided better with lotion than with oil, because the _ had decreased SPF.",,oil,lotion
3811,"The sunburn was avoided better with lotion than with oil, because the _ had increased SPF.",,lotion,oil
3812,Brian did not call a babysitter for the night but Christopher did because _ was going out.,,Christopher,Brian
3813,Brian did not call a babysitter for the night but Christopher did because _ was staying in.,,Brian,Christopher
3814,"Jeffrey wanted to develop a picture, so they took it to Nelson, and _ accepted payment to have it done.",,Nelson,Jeffrey
3815,"Jeffrey wanted to develop a picture, so they took it to Nelson, and _ paid them to have it done.",,Jeffrey,Nelson
3816,I have become a pattern day trader. I need to sell stocks when they are high vs when they are low. The _ stocks make me lose more money.,,low,high
3817,I have become a pattern day trader. I need to sell stocks when they are high vs when they are low. The _ stocks get me more money.,,high,low
3818,The pizza was warmer than the hot dog because the _ was in the oven for a longer amount of time.,,pizza,hot dog
3819,The pizza was warmer than the hot dog because the _ was in the oven for a shorter amount of time.,,hot dog,pizza
3820,"Although Monica was the bride and Betty was her bridesmaid, _ wore a white dress to the wedding.",,Betty,Monica
3821,"Because Monica was the bride and Betty was her bridesmaid, _ wore a white dress to the wedding.",,Monica,Betty
3822,"By any measure the opera was a disaster compared to the symphony, as the _ was so stingily funded.",,opera,symphony
3823,"By any measure the opera was a disaster compared to the symphony, as the _ was so lavishly funded.",,symphony,opera
3824,We increased the output of the energy to get through the box since the _ was high.,,box,energy
3825,We increased the output of the energy to get through the box since the _ was low.,,energy,box
3826,Kenneth chose to wear contacts while Lawrence chose glasses. _ didn't mind touching his eyes.,,Kenneth,Lawrence
3827,Kenneth chose to wear contacts while Lawrence chose glasses. _ was afraid of touching his eyes.,,Lawrence,Kenneth
3828,"As a daily routine, Amy ate ramen noodles while Patricia shied away from it. _ was healthy.",,Patricia,Amy
3829,"As a daily routine, Amy ate ramen noodles while Patricia shied away from it. _ was unhealthy.",,Amy,Patricia
3830,Samantha could wrap a package well but Rachel could not. _ got very few compliments on their gift wrapping.,,Rachel,Samantha
3831,Samantha could wrap a package well but Rachel could not. _ got a lot of compliments on their gift wrapping.,,Samantha,Rachel
3832,"At the house, Dennis would leave the sprinkler on unlike Neil because _ is reliable.",,Neil,Dennis
3833,"At the house, Dennis would leave the sprinkler on unlike Neil because _ is forgetful.",,Dennis,Neil
3834,Rachel wanted to have a barbecue and asked Christine to borrow their grill because _ didn't have one.,,Rachel,Christine
3835,Rachel wanted to have a barbecue and asked Christine to borrow their grill because _ had a large one.,,Christine,Rachel
3836,"Cynthia knows that wagering on baseball is illegal but Tanya does not care, _ avoided going to jail.",,Cynthia,Tanya
3837,"Cynthia knows that wagering on baseball is illegal but Tanya does not care, _ couldn't avoid going to jail.",,Tanya,Cynthia
3838,I think it's easier to grow tulip than rose as the _ grows from a cutting and takes more skills.,,rose,tulip
3839,I think it's easier to grow tulip than rose as the _ grows from a bulb and takes no skills.,,tulip,rose
3840,"Natalie was always very eager to leave work at the end of the day, unlike Emily, because _ hated the job.",,Natalie,Emily
3841,"Natalie was always very eager to leave work at the end of the day, unlike Emily, because _ loved the job.",,Emily,Natalie
3842,"I couldn't use the new pan to cook the steak, because the _ was too shallow.",,pan,steak
3843,"I couldn't use the new pan to cook the steak, because the _ was too wide.",,steak,pan
3844,"Dina didn't understand why her email was readable on her laptop but not her desktop, because the _ was actually newer.",,desktop,laptop
3845,"Dina didn't understand why her email was readable on her laptop but not her desktop, because the _ was actually older.",,laptop,desktop
3846,"Derrick is flexible enough to do the splits, and Robert is not, so _ likely regularly stretches.",,Derrick,Robert
3847,"Derrick is flexible enough to do the splits, and Robert is not, so _ likely rarely stretches.",,Robert,Derrick
3848,Gordon was scared after watching horror movies. He decided to only watch them during the daytime and find a distraction after. The _  kept his mind off his fear.,,distraction,daytime
3849,Gordon was scared after watching horror movies. He decided to only watch them during the daytime and find a distraction after. The _ brightness helped to fight his fear.,,daytime,distraction
3850,Logan had an easier time starting a cruise line than Jeffrey because _ had more capital.,,Logan,Jeffrey
3851,Logan had an easier time starting a cruise line than Jeffrey because _ had less capital.,,Jeffrey,Logan
3852,"Robert had their lost loved one's ashes stored in an urn, but Lawrence had their lost love one buried. _ never had to drive to the graveyard to pay respects.",,Robert,Lawrence
3853,"Robert had their lost loved one's ashes stored in an urn, but Lawrence had their lost love one buried. _ always had to drive to the graveyard to pay respects.",,Lawrence,Robert
3854,"Michael had trouble with losing weight and asked Kyle for advice, because _ was already lean.",,Kyle,Michael
3855,"Michael had trouble with losing weight and asked Kyle for advice, because _ wanted to get lean.",,Michael,Kyle
3856,"Ian had a poor credit history but Benjamin did not, so _ had to buy the house alone.",,Benjamin,Ian
3857,"Ian had a great credit history but Benjamin did not, so _ had to buy the house alone.",,Ian,Benjamin
3858,Logan only had a hamster as a pet while Hunter had a dog because _ preferred large animals.,,Hunter,Logan
3859,Logan only had a hamster as a pet while Hunter had a dog because _ preferred small animals.,,Logan,Hunter
3860,"The coke was colder than the water, because the _ was left in the fridge.",,coke,water
3861,"The coke was colder than the water, because the _ was left near the stove.",,water,coke
3862,Sarah was constantly feeling dizzy but not Betty because _ did not have symptoms of vertigo.,,Betty,Sarah
3863,Sarah was constantly feeling dizzy but not Betty because _ was experiencing symptoms of vertigo.,,Sarah,Betty
3864,Nelson could not go to college without a scholarship but Randy did not need one so. _ partied everyday.,,Randy,Nelson
3865,"Nelson could not go to college without a scholarship but Randy did not need one so, _ studied everyday.",,Nelson,Randy
3866,"To shave his head, Bob asked that scissors be used instead of razors because his skin was more forgiving of the _ .",,scissors,razors
3867,"To shave his head, Bob asked that scissors be used instead of razors because his skin was too sensitive to the _ .",,razors,scissors
3868,The painter got his hand stained on the wall and he cleaned it with a towel. The _ is tacky.,,wall,towel
3869,The painter got his hand stained on the wall and he cleaned it with a towel. The _ is dry.,,towel,wall
3870,"Christine asked Erin to read the blog they had just finished, because _ was insecure about it.",,Christine,Erin
3871,"Christine asked Erin to read the blog they had just finished, but _ was unhappy about it.",,Erin,Christine
3872,Daniel decided to start the report after finishing the research paper because the _ had an earlier deadline.,,research paper,report
3873,Daniel decided to start the report after finishing the research paper because the _ had a later deadline.,,report,research paper
3874,Rebecca can choose pretty much any job they like but not so with Victoria as _ has some criminal records.,,Victoria,Rebecca
3875,Rebecca can choose pretty much any job they like but not so with Victoria as _ has no criminal records.,,Rebecca,Victoria
3876,The box was still visible after James tried his best to manage the wrapper on it. James should have used the _ that is big.,,wrapper,box
3877,The box was still visible after James tried his best to manage the wrapper on it. James should have used the _ that is small.,,box,wrapper
3878,Many people supported the petition for higher pay and less corruption because the _ in the area was low.,,pay,corruption
3879,Many people supported the petition for higher pay and less corruption because the _ in the area was high.,,corruption,pay
3880,Matthew thought tuna belly was very tasty but Kyle did not. _ ordered the fatty tuna roll at the sushi bar.,,Matthew,Kyle
3881,Matthew thought tuna belly was very tasty but Kyle did not. _ ordered the barbecue eel roll at the sushi bar.,,Kyle,Matthew
3882,"The children decided not to play video games, but read books instead, because the _ were annoying.",,video games,books
3883,"The children decided not to play video games, but read books instead, because the _ were enjoyable.",,books,video games
3884,"Mike was hit by the gun at his foot then killed by the bat on his head, the effect of the _ was minimum.",,gun,bat
3885,"Mike was hit by the gun at his foot then killed by the bat on his head, the effect of the _ was maximum.",,bat,gun
3886,Michael was able to impress everyone at the party unlike Randy because _ was very uncouth.,,Randy,Michael
3887,Michael was able to impress everyone at the party unlike Randy because _ was very refined.,,Michael,Randy
3888,"Being a cat wise, Dennis bought a short haired cat, while Ryan went for a long haired cat and consequently _ spent more time grooming their cat.",,Ryan,Dennis
3889,"Being a cat wise, Dennis bought a short haired cat, while Ryan went for a long haired cat and consequently _ spent less time grooming their cat.",,Dennis,Ryan
3890,Victoria loved to eat meat way more than Cynthia because _ was a vegetarian and not a carnivore.,,Cynthia,Victoria
3891,Victoria loved to eat meat way more than Cynthia because _ was a carnivore and not a vegetarian.,,Victoria,Cynthia
3892,"Matthew always has more money than Christopher, so _ told them to get a job.",,Matthew,Christopher
3893,"Matthew never has more money than Christopher, so _ told them to get a job.",,Christopher,Matthew
3894,Potato chips were a regular snack for Lindsey but not for Katrina because _ didn't care if they got fat.,,Lindsey,Katrina
3895,Potato chips were a regular snack for Lindsey but not for Katrina because _ cared if they got fat.,,Katrina,Lindsey
3896,He needed to check the zoning laws of the city and county to build a pool in his backyard. The _ laws could not override the smaller area's laws.,,county,city
3897,He needed to check the zoning laws of the city and county to build a pool in his backyard. The _ laws overrode the larger area's laws.,,city,county
3898,Jim wanted to get rid of the rosacea with a prescription but the _ is too strong.,,rosacea,prescription
3899,Jim wanted to get rid of the rosacea with a prescription but the _ is too weak.,,prescription,rosacea
3900,I bought Mike new knee socks but they were too tight on his calves. The _ were too large.,,calves,socks
3901,I bought Mike new knee socks but they were too tight on his calves. The _ were too small.,,socks,calves
3902,Angela was regarded as being like a Princess but Patricia was not because _ was very uncouth.,,Patricia,Angela
3903,Angela was regarded as being like a Princess but Patricia was not because _ was very regal.,,Angela,Patricia
3904,"Washing his face once a day was enough for Craig, but Michael preferred to do it twice a day, which is why _ had the cleaner face by comparison.",,Michael,Craig
3905,"Washing his face once a day was enough for Craig, but Michael preferred to do it twice a day, which is why _ had the dirtier face by comparison.",,Craig,Michael
3906,The musician tried to put the guitar in the case but it wouldn't fit because the _ was too short.,,case,guitar
3907,The musician tried to put the guitar in the case but it wouldn't fit because the _ was too long..,,guitar,case
3908,"Fran played with the basketball outside on the court at the playground, however the _ was flat.",,basketball,court
3909,"Fran played with the basketball outside on the court at the playground, however the _ was uneven.",,court,basketball
3910,"Monica hated makeup while Amy does not, although _ did not like to paint their nail.",,Amy,Monica
3911,"Monica liked makeup while Amy does not, although _ did not like to paint their nail.",,Monica,Amy
3912,"To prepare for her trip, the woman applied for the passport before the visa because the _ would take a shorter time to receive.",,visa,passport
3913,"To prepare for her trip, the woman applied for the passport before the visa because the _ would take a longer time to receive.",,passport,visa
3914,"On his way to the interview, Max bought a nice tie to go along with his slacks, but he spilled food on his chest, causing the _ to get dirty.",,tie,slacks
3915,"On his way to the interview, Max bought a nice tie to go along with his slacks, but he spilled food on his lap, causing the _ to get dirty.",,slacks,tie
3916,Eric asked Ian if he could be in front of him in line at the checkout at a supermarket because _ has much more items in a cart.,,Ian,Eric
3917,Eric asked Ian if he could be in front of him in line at the checkout at a supermarket because _ has much fewer items in a cart.,,Eric,Ian
3918,"Tanya gave some money to Emily for cutting their grass, because _ didn't want to do it.",,Tanya,Emily
3919,"Tanya gave some money to Emily for cutting their grass, because _ asked to do it.",,Emily,Tanya
3920,"Kayla is ignorant of card games, but Natalie is the opposite, so _ is more interested in game theory.",,Natalie,Kayla
3921,"Kayla is interested in card games, but Natalie is the opposite, so _ is more interested in game theory.",,Kayla,Natalie
3922,"Justin attended all of the wild parties without Brett, because _ wanted to be a homebody.",,Brett,Justin
3923,"Justin attended all of the wild parties without Brett, because _ wanted to be a social butterfly.",,Justin,Brett
3924,"We cleaned up litter from older and juvenile, we mostly found the _ people littered because of the soda cans.",,juvenile,older
3925,"We cleaned up litter from older and juvenile people, we mostly found the _ people littered because of the alcoholic beverage cans.",,older,juvenile
3926,"The hands of Mary are beautiful, but her legs are ugly because her _ are smooth.",,hands,legs
3927,"The hands of Mary are beautiful, but her legs are ugly because her _ are rough.",,legs,hands
3928,"Back when I was obese, I ate too many snacks and ate too few vegetables, but my weight reacted best when the _ were tasty.",,vegetables,snacks
3929,"Back when I was obese, I ate too many snacks and ate too few vegetables, but my weight reacted best when the _ were bland.",,snacks,vegetables
3930,Stewart preferred taking a bus over a cab because the _ was far less expensive.,,bus,cab
3931,Stewart preferred taking a bus over a cab because the _ was far more expensive.,,cab,bus
3932,"The screw put a deeper scratch in the wall than the nail, because the _ was sharper.",,screw,nail
3933,"The screw put a deeper scratch in the wall than the nail, because the _ was duller.",,nail,screw
3934,Jennifer suffered from diabetes but Samantha did not. _ had to inject themselves with medicine every week.,,Jennifer,Samantha
3935,Jennifer suffered from diabetes but Samantha did not. _ didn't need to inject themselves with medicine every week.,,Samantha,Jennifer
3936,"He loved his shoes more than she loved her sandals, because the _ were limited edition.",,shoes,sandals
3937,"He loved his shoes more than she loved her sandals, because the _ were a common edition.",,sandals,shoes
3938,"Michael tried to cure his jaundice with bright sunlight, but the _ was just too weak.",,sunlight,jaundice
3939,"Michael tried to cure his jaundice with bright sunlight, but the _ was just too strong.",,jaundice,sunlight
3940,Earplugs were often required around Kevin but not Nick because _ never played the accordian.,,Nick,Kevin
3941,Earplugs were often  required around Kevin but not Nick because _ always played the accordian.,,Kevin,Nick
3942,Neil told Derrick that he didn't have to spend a lot of money and could get a cheap domain name.  _ was relieved.,,Derrick,Neil
3943,Neil told Derrick that he didn't have to spend a lot of money and could get a cheap domain name.  _ was knowledgeable.,,Neil,Derrick
3944,The bread Sarah made was lighter than the bread Monica made because _ kneaded the dough the wrong amount.,,Monica,Sarah
3945,The bread Sarah made was lighter than the bread Monica made because _ kneaded the dough the perfect amount.,,Sarah,Monica
3946,Patricia asked Kayla for a ride to the bank because _ did not have a drivers license.,,Patricia,Kayla
3947,Patricia asked Kayla for a ride to the bank because _ had a drivers license.,,Kayla,Patricia
3948,Mary had to clean their house less often than Sarah did because _ had a cat in their house.,,Sarah,Mary
3949,Mary had to clean their house more often than Sarah did because _ had a cat in their house.,,Mary,Sarah
3950,"Brian had a more close knit family than Adam who was from a broken home, so _ seemed friendlier.",,Brian,Adam
3951,"Brian had a more close knit family than Adam who was from a broken home, so _ seemed meaner.",,Adam,Brian
3952,Craig liked to play with the large cattle but not Kyle because _ found them to be foreign.,,Kyle,Craig
3953,Craig liked to play with the large cattle but not Kyle because _ found them to be familiar.,,Craig,Kyle
3954,I played the guitar better than I played the piano because I practiced more on the _ .,,guitar,piano
3955,I played the guitar worse than I played the piano because I practice more on the _ .,,piano,guitar
3956,His temperature was significantly reduced when they added ice to the bath water.  The _ enveloped him.,,water,ice
3957,His temperature was significantly reduced when they added ice to the bath water.  The _ was added last.,,ice,water
3958,Neil took out some cream and ointment and began to apply it on Leslie's legs because _ is wounded.,,Leslie,Neil
3959,Neil took out some cream and ointment and began to apply it on Leslie's legs because _ is a doctor.,,Neil,Leslie
3960,Mary preferred to plant flowers in the garden over the planter because the _ was easier to weed.,,garden,planter
3961,Mary preferred to plant flowers in the garden over the planter because the _ was harder to weed.,,planter,garden
3962,Nick has learned to develop photos by themselves but Donald has not because _ finds photography boring.,,Donald,Nick
3963,Nick has learned to develop photos by themselves but Donald has not because _ finds photography fascinating.,,Nick,Donald
3964,"Sam needed to decrease either his fat or sugar intake. He chose to stop eating the _ foods, due to his love for grease.",,sugar,fat
3965,"Sam needed to decrease either his fat or sugar intake. He chose to stop eating the _ foods, due to his love for sweets.",,fat,sugar
3966,Neil was accepted to the police academy but Ian was not as _ had not legal problem.,,Neil,Ian
3967,Neil was accepted to the police academy but Ian was not as _ had some legal problem.,,Ian,Neil
3968,During martial arts class the kid broke the blocks above the stones as the _ were being supported at his height.,,blocks,stones
3969,During martial arts class the kid broke the blocks above the stones as the _ were supporting at his height.,,stones,blocks
3970,Julia jumped on the trampoline and lost her hat but her bandana stayed on her face. The _ was light.,,hat,bandana
3971,Julia jumped on the trampoline and lost her hat but her bandana stayed on her face. The _ was secured.,,bandana,hat
3972,The weight of the freighter had changed after the metals and the feathers were removed although the _ accounted for a lot of it.,,metals,feathers
3973,The weight of the freighter had changed after the metals and the feathers were removed although the _ accounted for a little of it.,,feathers,metals
3974,Jennifer offered to teach her friend Natalie how to crochet a scarf for her mother's birthday. _ was proud to see the results of her tutoring.,,Jennifer,Natalie
3975,Jennifer offered to teach her friend Natalie how to crochet a scarf for her mother's birthday. _ was proud to see the results of her learning.,,Natalie,Jennifer
3976,"Fred takes two different supplements, vitamins when he goes to the gym and protein when he goes running. He took the _ last night when he went running.",,protein,vitamins
3977,"Fred takes two different supplements, vitamins when he goes to the gym and protein when he goes running. He took the _ last night when he went to the gym.",,vitamins,protein
3978,"Julie used the mop to clean her kitchen floor with a homemade vinegar solution. Afterwards, the _ was very dirty.",,mop,floor
3979,"Julie used the mop to clean her kitchen floor with a homemade vinegar solution. Afterwards, the _ was very clean.",,floor,mop
3980,"I had to develop a picture, and when I poured the solution from the jug into the pan, the _ was heavier.",,pan,jug
3981,"I had to develop a picture, and when I poured the solution from the jug into the pan, the _ was lighter.",,jug,pan
3982,"For the dance, Riley decides to wear a skirt rather than the dress she bought. She surmises that the _ looks dowdier.",,dress,skirt
3983,"For the dance, Riley decides to wear a skirt rather than the dress she bought. She surmises that the _ looks sexier.",,skirt,dress
3984,Playing in the snow was fun for Betty but not Elena because _ grew up in the west coast.,,Elena,Betty
3985,Playing in the snow was fun for Betty but not Elena because _ grew up in the east coast.,,Betty,Elena
3986,"Maria ordered pancakes while Natalie ordered a hamburger, and _ put syrup and butter on their meal.",,Maria,Natalie
3987,"Maria ordered pancakes while Natalie ordered a hamburger, and _ put ketchup and mustard on their meal.",,Natalie,Maria
3988,The life coach asked Katrina to set a goal but not Amy because _ was way behind schedule.,,Katrina,Amy
3989,The life coach asked Katrina to set a goal but not Amy because _ was way ahead schedule.,,Amy,Katrina
3990,It took longer to read the book than the magazine because the _ had more words.,,book,magazine
3991,It took longer to read the book than the magazine because the _ had less words.,,magazine,book
3992,Our station at the school was not as full of people as John's cart because the _ was in a bad location.,,station,cart
3993,Our station at the school was not as full of people as John's cart because the _ was in a good location.,,cart,station
3994,Lucy wanted to have an outdoor party this year but she picked the fun center over the water park because she could get pizza at the _ .,,fun center,water park
3995,Lucy wanted to have an outdoor party this year but she picked the fun center over the water park because she couldn't get pizza at the _ .,,water park,fun center
3996,"Even though Monica liked animals less than Cynthia, _ never considered themselves a cat person.",,Cynthia,Monica
3997,"Even though Monica liked animals less than Cynthia, _ always considered themselves a cat person.",,Monica,Cynthia
3998,Brian decided that they were going to buy shares in a racehorse but Benjamin could not because _ was poor.,,Benjamin,Brian
3999,Brian decided that they were going to buy shares in a racehorse but Benjamin could not because _ was rich.,,Brian,Benjamin
4000,The job of Monica was a lot easier than Betty because _ was a chemical engineer.,,Betty,Monica
4001,The job of Monica was a lot more difficult than Betty because _ was a chemical engineer.,,Monica,Betty
4002,"Monica went to the store, owned by Samantha, to buy a gallon of milk, so _ bought the milk.",,Monica,Samantha
4003,"Monica went to the store, owned by Samantha, to buy a gallon of milk, so _ sold the milk.",,Samantha,Monica
4004,Tanya wanted more herbs in the garden while Felicia wanted more flowers so _ compromised by planting more flower seedlings.,,Tanya,Felicia
4005,Tanya wanted more herbs in the garden while Felicia wanted more flowers so _ compromised by planting more herb seedlings.,,Felicia,Tanya
4006,During detention Erin watched over everyone while Monica sat quietly during his punishment. _ is a student.,,Monica,Erin
4007,During detention Erin watched over everyone while Monica sat quietly during his punishment. _ is a teacher.,,Erin,Monica
4008,The fur on the teddy bear was different than the hair on the real pony because the _ was manufactured.,,fur,hair
4009,The fur on the teddy bear was different than the hair on the real pony because the _ was natural.,,hair,fur
4010,"The cancer had now moved from the blood to the bones, so the _ was now clean .",,blood,bones
4011,"The cancer had now moved from the blood to the bones, so the _ was now infected .",,bones,blood
4012,The new deck wouldn't fit behind the house because the _ was just not long enough.,,deck,house
4013,The new deck wouldn't fit behind the house because the _ was just too long.,,house,deck
4014,"At the clothing store, Beth wanted to get the jeans instead of the pants because the _ were cool.",,jeans,pants
4015,"At the clothing store, Beth wanted to get the jeans instead of the pants because the _ were ugly.",,pants,jeans
4016,The woman could not find the emerald in the drawer because the _ was so small.,,emerald,drawer
4017,The woman could not find the emerald in the drawer because the _ was so large.,,drawer,emerald
4018,Public speaking made Rachel happy but not Betty because ( _ ) was a very good speaker.,,Rachel,Betty
4019,Public speaking made Rachel happy but not Betty because ( _ ) was a very bad speaker.,,Betty,Rachel
4020,The craft Victoria gave to Rebecca was damaged in the mail; _ never got to see it in good shape.,,Rebecca,Victoria
4021,The craft given to Victoria by Rebecca was damaged in the mail; _ never got to see it in good shape.,,Victoria,Rebecca
4022,"The horse with a saddle and harness splashed mud up to its back, but not as high as its head, so the _ got dirty.",,saddle,harness
4023,"The horse with a saddle and harness splashed mud up to its back, but not as high as its head, so the _ stayed clean.",,harness,saddle
4024,The job at the school paid more than the job at the factory because you needed a degree to work at the _ .,,school,factory
4025,The job at the school paid more than the job at the factory because you needed no degree to work at the _ .,,factory,school
4026,Matthew asked Justin what the weather was going to be like tomorrow but _ did not know.,,Justin,Matthew
4027,Matthew asked Justin what the weather was going to be like tomorrow because _ needed to know.,,Matthew,Justin
4028,Samantha had an empty pantry while Sarah had a full pantry because _ needed to go to the grocery store.,,Samantha,Sarah
4029,Samantha had an empty pantry while Sarah had a full pantry because _ just went to the grocery store.,,Sarah,Samantha
4030,The sore hurt the girl more than the cut did because the _ had been healing.,,cut,sore
4031,The sore hurt the girl more than the cut did because the _ had been infected.,,sore,cut
4032,Randy requested Ian pick up a brace for his wrist pain since leaving the house wasn't an option for _ .,,Randy,Ian
4033,Randy requested Ian pick up a brace for his wrist pain although leaving the house wasn't an option for _ .,,Ian,Randy
4034,The reunion committee decided to hold the reunion in the park rather than the commons because there was less room in the _ for those attending.,,commons,park
4035,The reunion committee decided to hold the reunion in the park rather than the commons because there was more room at the _ for those attending.,,park,commons
4036,Donald grew smaller flowers than Samuel because _ worked in the garden to prepare the soil before the seeds were planted.,,Samuel,Donald
4037,Donald grew bigger  flowers than Samuel because _ worked hard in the garden to prepare the soil. before the seeds were planted.,,Donald,Samuel
4038,Christine borrowed a book from the library unlike Tanya because _ found their library card.,,Christine,Tanya
4039,Christine borrowed a book from the library unlike Tanya because _ lost their library card.,,Tanya,Christine
4040,Kenneth worked a lot more than Lawrence so it was always harder for _ to fall asleep.,,Lawrence,Kenneth
4041,Kenneth worked a lot more than Lawrence so it was always easier for _ to fall asleep.,,Kenneth,Lawrence
4042,The pasta that Cynthia made was much tastier than Megan's because _ elected to use a generic sauce.,,Megan,Cynthia
4043,The pasta that Cynthia made was much tastier than Megan's because _ elected to use a special sauce.,,Cynthia,Megan
4044,"Mary replaced the gasket but not the compressor of her refrigerator, because the _ was already worn.",,gasket,compressor
4045,"Mary replaced the gasket but not the compressor of her refrigerator, because the _ is still good.",,compressor,gasket
4046,"Amy was standing far away from Jessica when the attack happened, so _ experienced little bleeding.",,Amy,Jessica
4047,"Amy was standing far away from Jessica when the attack happened, so _ experienced most of the  bleeding.",,Jessica,Amy
4048,She knew the questions on the math test and not the reading test since the _ test was on a longer timer.,,math,reading
4049,She knew the questions on the math test and not the reading test since the _ test was on a shorter timer.,,reading,math
4050,"Craig succeeded in healing Kyle , as _ was the one who needed the cure for the illness.",,Kyle,Craig
4051,"Craig succeeded in healing Kyle , as _ was the one who knew the cure for the illness.",,Craig,Kyle
4052,"William liked their meat well done, but Lawrence fancied their meat mostly rare. _ asked the chef to put a heavy char on their steak.",,William,Lawrence
4053,"William liked their meat well done, but Lawrence fancied their meat mostly rare. _ asked the chef to put a light char on their steak.",,Lawrence,William
4054,Carrie grew a bunch of food and sold it to Jessica while _ was buying vegetables at the market.,,Jessica,Carrie
4055,Carrie grew a bunch of food and sold it to Jessica while _ was selling vegetables at the market.,,Carrie,Jessica
